"ID","Exited","Age","Geography","IsActiveMember","Gender","Balance","NumOfProducts","EstimatedSalary","CreditScore"
3109,0,36,"Spain","0","Male",141573.55,1,82158.14,675
7651,0,63,"France","1","Female",0,2,37938.74,687
7878,1,63,"France","0","Male",0,4,194700.81,792
8171,1,35,"Spain","0","Female",141069.18,1,133570.43,694
9474,0,44,"France","1","Male",0,2,40257.79,645
8042,1,37,"France","1","Female",100431.84,1,61759.33,590
6255,0,39,"Germany","1","Male",50880.98,2,184023.54,725
5930,1,51,"Germany","1","Male",94078.97,2,157003.99,753
6737,0,42,"Spain","0","Female",127320.36,1,129451.29,637
6972,0,34,"France","1","Male",0,3,198969.78,638
4556,0,47,"France","0","Female",0,2,135394.62,479
4490,0,52,"France","1","Female",144287.6,2,66193.61,766
9963,0,32,"Germany","1","Male",0,2,149066.14,563
8082,0,44,"France","0","Male",0,1,159165.7,443
3551,1,61,"Germany","0","Female",110368.03,1,11384.45,487
5435,0,33,"France","1","Male",0,2,8991.17,710
8019,0,34,"Germany","1","Female",123863.64,1,159629.64,777
8372,0,24,"France","1","Male",0,2,140586.08,738
9734,0,28,"Spain","0","Male",0,1,131625.14,651
9732,0,54,"Germany","1","Male",138476.41,2,52367.29,684
8933,0,45,"France","1","Female",0,2,175399.14,766
6283,0,61,"France","1","Male",0,2,125660.99,683
3822,1,68,"Germany","0","Female",65407.16,2,182633.63,647
3263,0,28,"Germany","1","Female",138878.81,1,112269.67,595
5268,1,48,"France","1","Male",86824.09,1,13921.82,618
6088,1,42,"France","1","Female",116646.76,2,44731.8,651
5053,0,42,"France","1","Male",0,2,81718.37,706
9588,1,33,"France","1","Female",115761.51,1,112350.21,762
5744,1,49,"France","0","Female",134603.88,1,140765.57,606
7515,0,27,"Spain","1","Female",0,1,16528.4,813
5730,0,23,"France","0","Female",0,2,132418.59,624
9168,0,35,"France","1","Female",92474.05,1,178626.07,841
3116,1,24,"France","1","Male",85996.19,1,198826.03,603
7753,0,42,"France","0","Female",82228.67,2,71359.78,663
8514,0,38,"Spain","1","Male",91241.85,1,80682.35,760
5239,0,40,"France","0","Male",144974.55,1,5078.9,549
7149,0,45,"Germany","0","Male",142765.24,2,194584.48,613
7796,1,59,"France","1","Male",178058.06,2,100564.37,673
9306,0,35,"Spain","1","Male",0,2,15650.73,651
5741,0,76,"Spain","1","Female",128410.71,2,181718.73,551
8660,1,53,"France","1","Male",0,1,72496.05,579
9227,0,31,"France","0","Male",0,2,36145.53,680
6074,0,44,"France","0","Female",0,2,74169.13,805
3875,1,30,"France","0","Female",0,1,15467.98,745
3513,0,31,"Germany","1","Female",42712.87,2,17355.36,805
4133,0,40,"Spain","1","Female",120307.58,1,6795.61,661
8908,1,55,"Spain","0","Female",147936.42,1,120830.73,420
6754,0,40,"France","1","Male",112896.86,1,121402.53,571
6072,0,22,"Spain","1","Female",157658.36,1,53328.7,571
3882,0,69,"France","1","Male",78833.15,2,37196.15,673
6844,0,34,"Spain","1","Female",0,2,168369.37,589
7547,0,47,"Spain","0","Female",110783.28,1,76169.68,649
5810,0,61,"Spain","1","Female",0,2,146637.45,678
5752,0,33,"France","0","Male",0,2,24857.25,597
5722,1,40,"Germany","0","Female",101012.77,1,32589.89,492
5448,0,20,"France","1","Female",0,2,142670.61,554
8666,0,29,"France","1","Male",0,2,98320.27,589
6728,0,25,"France","1","Male",0,1,109895.16,724
7741,0,27,"France","1","Female",121418.62,1,105221.76,739
8105,0,40,"France","0","Female",0,2,65069.03,577
9922,0,45,"Spain","1","Female",122311.21,1,19482.5,801
6028,1,41,"France","1","Female",81954.6,1,198798.44,655
8452,0,37,"Germany","0","Male",95668.82,2,100335.55,694
3427,0,44,"Germany","1","Female",127940.47,2,49865.04,684
4169,1,45,"Germany","0","Female",86714.06,1,85869.89,651
4296,0,32,"France","1","Male",97041.16,1,23132.73,760
8208,0,30,"France","0","Male",114779.35,1,183171.47,683
5245,0,44,"Germany","0","Female",148770.61,2,79078.91,677
5828,1,42,"France","1","Female",0,1,30722.52,695
7345,0,40,"Spain","1","Male",0,2,138350.74,596
7332,0,30,"France","1","Male",121056.63,2,199454.37,608
8710,0,27,"Spain","0","Male",0,2,51620.94,655
8543,0,32,"France","1","Male",86614.06,2,172129.26,708
6522,0,45,"France","1","Male",0,1,96862.56,628
7348,0,47,"France","1","Female",127237.25,4,56410.17,666
5981,1,32,"Spain","0","Male",0,2,110440.5,538
3297,0,79,"France","1","Female",100116.67,1,194563.65,617
7544,1,40,"France","1","Female",140596.95,1,135459.02,658
9120,0,34,"Germany","1","Female",53299.96,4,42855.97,729
9374,0,35,"France","0","Female",91328.71,1,115724.78,599
4353,1,40,"Spain","0","Female",126833.79,1,60843.09,599
9832,0,34,"France","0","Female",97286.16,1,143433.33,659
3714,1,42,"Spain","0","Male",153855.52,2,158302.59,610
5865,0,33,"France","0","Female",138162.81,1,85412.54,596
8564,0,24,"Spain","1","Male",140197.18,1,142935.83,635
9862,0,39,"France","1","Female",0,2,332.81,715
8771,0,28,"France","0","Female",139986.65,1,23970.13,453
6228,0,37,"Spain","0","Male",0,1,61324.87,589
5449,0,21,"Germany","1","Female",178718.19,2,54209.02,701
6564,1,56,"France","0","Male",123785.24,1,170332.67,659
8831,0,36,"Germany","0","Male",130809.77,1,152290.28,774
3675,0,20,"France","0","Male",0,2,168152.76,790
4106,0,39,"Germany","1","Male",140549.4,1,171519.06,646
6278,0,47,"Germany","0","Male",63723.78,2,181928.25,521
7690,0,28,"Germany","1","Male",81623.67,2,156791.36,635
6015,0,34,"Spain","0","Male",0,1,99984.86,668
4069,1,46,"Germany","0","Male",127209,2,77405.95,648
7450,0,26,"Germany","0","Male",147037.32,1,141763.26,651
9162,0,48,"Germany","0","Female",124829.16,2,41815.22,549
9177,1,27,"France","0","Female",128747.69,1,146955.71,359
4049,0,42,"France","0","Male",117685.31,2,185543.35,697
4227,0,41,"Spain","0","Male",0,3,9855.81,525
7962,0,39,"France","0","Female",0,2,194310.1,604
4913,0,31,"France","0","Female",115141.18,1,39806.75,687
8736,0,44,"France","0","Male",120681.63,1,74836.34,750
8383,0,29,"Germany","1","Male",0,2,58685.59,734
4780,0,39,"France","0","Male",0,2,199527.34,445
5683,0,35,"France","1","Female",0,1,48108.72,572
3890,0,33,"Germany","1","Female",0,2,126188.42,673
4763,0,33,"Spain","0","Female",0,2,190208.23,712
4444,0,30,"France","0","Male",121535.18,1,40313.47,850
6463,1,32,"France","0","Male",0,2,171045.35,525
7449,0,43,"Germany","0","Female",139972.18,1,195259.31,399
6604,0,33,"Germany","1","Male",119755,1,21852.91,686
4598,0,48,"France","1","Male",102523.88,1,168840.23,682
9629,0,37,"Spain","1","Female",83061.26,2,9170.54,621
6285,0,50,"Spain","1","Male",0,2,6981.43,728
6307,0,33,"France","0","Male",171490.78,1,79099.64,521
3462,0,35,"Germany","0","Male",0,2,31050.02,602
9441,1,43,"Germany","0","Male",136525.99,1,154189.08,751
3180,0,44,"France","0","Female",0,2,54726.43,543
3846,0,41,"Spain","0","Male",115251.64,1,7597.83,618
6040,0,45,"Spain","0","Female",115345.86,2,62989.82,619
3113,0,28,"Spain","1","Male",192122.84,1,189271.9,537
4381,0,48,"Spain","1","Male",0,2,7919.08,638
8473,0,28,"Germany","0","Female",115265.14,1,69584.3,636
8500,0,45,"Spain","0","Male",91091.06,1,71133.12,534
3206,0,37,"Spain","1","Male",127609.59,1,194493.57,431
7732,1,54,"France","0","Female",144900.58,1,5924.38,502
8215,0,22,"France","1","Male",114415.84,1,177497.4,719
4537,0,54,"Spain","1","Male",110495.27,2,167682.57,718
3841,1,49,"France","1","Female",195238.29,4,131083.56,697
5107,0,34,"Germany","1","Male",86055.17,2,56185.05,765
6547,0,28,"France","0","Male",127997.83,1,33501.98,791
5499,1,37,"Spain","1","Female",127771.35,2,160849.43,720
9286,0,41,"Germany","0","Male",138053.79,2,196555.32,637
3428,0,30,"France","1","Male",0,2,91711.66,498
4430,0,35,"France","0","Male",112419.92,1,83022.92,622
8375,0,27,"France","0","Male",0,1,11819.84,604
6504,0,35,"France","0","Female",122570.69,1,199005.88,708
8248,1,40,"France","1","Female",111098.85,2,172321.21,350
3862,0,47,"Spain","1","Female",91522.04,2,138835.91,734
5633,0,45,"Germany","1","Female",0,1,143298.06,617
5063,0,84,"Germany","1","Male",92242.34,1,186235.98,537
6619,0,42,"France","1","Male",250898.09,3,195052.12,712
4416,0,31,"France","0","Male",0,2,23822.04,553
5864,0,42,"France","1","Male",0,2,157891.86,792
5650,0,48,"Germany","0","Male",135643,1,145111.37,729
8609,0,73,"France","0","Male",0,1,898.51,675
8150,0,35,"France","1","Female",0,2,2002.5,850
3239,0,55,"France","0","Female",0,1,117038.96,684
4255,1,71,"Germany","1","Male",98710.89,1,83617.17,850
6357,1,49,"France","1","Female",0,3,97938.59,791
8434,0,31,"Spain","1","Female",0,2,136610.02,689
8482,1,40,"Spain","1","Female",86376.29,1,136767.16,591
9866,0,42,"France","0","Male",104592.55,2,131736.23,669
7703,0,25,"France","1","Male",120383.41,1,24903.09,695
9564,0,32,"France","1","Male",0,2,34665.79,461
8958,0,54,"Germany","0","Female",165610.41,1,131852.01,639
9780,0,56,"Spain","0","Male",0,2,126933.73,538
3496,0,41,"Germany","1","Female",123151.51,2,70127.93,783
5842,0,31,"Germany","1","Male",99607.37,2,46772.36,588
6185,0,22,"Germany","1","Female",0,1,108411.66,508
5033,0,32,"Germany","0","Male",0,2,177092.16,612
8139,0,40,"France","1","Male",57530.06,1,148218.86,811
3936,0,36,"France","0","Male",82729.49,1,113810.12,676
5051,0,26,"Germany","0","Female",89928.99,1,21760.96,714
7189,0,53,"France","1","Female",0,2,111307.98,787
6688,0,37,"France","0","Male",127609.59,1,98646.22,539
6669,1,39,"Germany","0","Female",162532.14,3,36051.46,597
7417,0,28,"France","1","Male",125689.29,1,151623.71,477
3144,0,41,"Spain","1","Male",0,2,164549.74,634
9527,0,38,"France","0","Male",0,2,42669.37,645
8501,1,31,"France","1","Male",126833.79,2,170821.43,646
7178,0,33,"Spain","1","Male",0,2,10350.74,618
6871,0,40,"France","0","Female",0,2,73856.28,740
9044,0,42,"Spain","1","Female",0,2,26327.42,701
7057,0,37,"Germany","0","Male",129189.15,2,172097.95,690
3415,0,29,"France","0","Male",150685.79,1,87771.06,595
8713,0,40,"France","0","Male",193354.86,1,12757.14,632
6565,0,47,"France","1","Male",0,2,25482.62,537
9577,1,45,"Germany","1","Female",129818.39,3,9217.55,493
3578,0,32,"Spain","0","Male",0,2,19998.31,646
6344,0,38,"France","0","Male",95441.27,1,140857.76,673
8879,1,30,"Germany","0","Male",0,2,16528.4,790
9561,0,36,"Spain","0","Male",0,1,173016.46,640
8531,0,58,"Germany","1","Male",152199.33,1,86022.09,649
5089,0,36,"Spain","1","Male",146602.25,1,67599.69,788
7763,0,42,"France","0","Male",0,2,32770.56,599
4151,0,25,"Spain","0","Female",116954.32,1,149922.38,650
3541,1,38,"Germany","0","Female",123711.73,2,171340.68,513
8693,1,57,"Spain","0","Female",117056.46,1,93336.93,794
8149,0,60,"Germany","1","Male",0,2,131718.12,800
8108,0,36,"France","1","Male",89800.14,4,185483.24,770
9223,0,28,"Germany","0","Male",101160.99,1,115916.55,696
8062,0,41,"Spain","0","Female",99945.93,2,71179.31,850
9260,1,67,"Spain","0","Female",0,1,122373.42,663
4162,0,27,"France","1","Female",0,2,61324.87,774
7353,1,36,"France","0","Male",156948.41,1,149912.28,728
7410,1,49,"France","0","Female",0,2,28415.36,659
8956,0,40,"France","1","Male",0,2,168780.04,749
9197,0,46,"Spain","0","Female",45408.85,2,27597.76,719
8919,0,46,"Spain","0","Female",115309.75,1,26287.21,706
5217,0,29,"France","1","Male",0,2,172290.61,554
7698,1,39,"France","0","Female",125095.94,1,163798.41,785
4860,0,31,"France","1","Male",0,2,87310.59,678
4676,1,45,"France","0","Female",102882.4,1,35633.15,705
4821,0,24,"France","1","Female",128736.39,1,37147.61,738
4202,0,37,"Germany","1","Male",0,1,8065,637
3715,0,66,"Germany","1","Male",103291.25,2,113796.15,537
3634,0,23,"Germany","1","Female",97495.8,2,2002.5,729
5535,1,34,"Germany","0","Female",123331.36,1,103516.08,697
6723,0,21,"France","0","Male",0,2,24847.02,723
6793,0,41,"France","0","Male",122889.88,1,30546.4,536
5058,0,35,"Spain","1","Male",137102.65,1,23920.65,599
3087,0,24,"France","1","Female",0,2,45482.04,754
8741,1,31,"France","0","Female",136789.14,1,59346.4,689
6440,1,31,"France","1","Female",122501.28,2,65121.63,740
8548,0,34,"Germany","0","Female",101861.36,2,187011.96,571
3690,0,63,"France","1","Female",103729.79,1,197812.16,793
6915,0,37,"Spain","0","Female",0,2,61240.87,680
7170,1,54,"Germany","0","Female",125889.3,3,156598.23,705
8535,1,41,"Spain","0","Female",148159.71,1,26543.28,653
7594,0,47,"Spain","0","Male",71026.77,1,57962.41,587
6480,1,39,"Spain","0","Female",0,1,40721.24,667
3896,1,59,"France","0","Female",0,1,159483.76,783
8992,0,26,"Germany","0","Female",135067.52,2,131211.86,594
5763,0,26,"Germany","0","Female",102395.79,1,119368.99,677
3858,0,38,"Germany","1","Female",86614.06,2,166144.98,620
3984,0,38,"France","0","Female",0,2,164804.02,748
4834,1,48,"Spain","0","Male",120782.7,2,74965.61,707
8642,0,32,"France","1","Female",155584.21,1,153662.88,659
8624,0,78,"Germany","0","Male",68345.86,2,142566.75,649
6179,1,37,"France","1","Female",0,2,195635.3,598
6721,1,37,"France","1","Female",0,2,13935.53,705
6503,0,25,"France","1","Male",0,2,144723.38,670
7273,0,55,"Spain","1","Female",0,2,71972.95,465
9245,0,39,"France","0","Male",0,2,83084.33,592
6607,1,49,"France","0","Female",120656.86,4,166164.3,819
10000,1,47,"Germany","0","Female",91219.29,1,158845.49,498
6764,0,70,"France","1","Female",0,2,102246,664
5932,0,31,"France","1","Male",0,1,76642.68,502
7398,0,39,"Germany","0","Male",104502.11,1,20652.69,612
9039,1,29,"Germany","0","Male",139106.19,1,141872.05,738
4694,0,38,"France","0","Female",162390.52,2,54702.66,603
6961,0,20,"France","1","Male",0,2,197582.79,688
8143,0,37,"Germany","0","Male",102708.77,1,109742.8,765
8078,0,29,"Germany","0","Male",96674.55,2,192120.66,793
6460,0,31,"Spain","1","Male",139834.93,1,152733.89,622
6655,1,36,"Germany","0","Female",98382.72,2,160828.98,705
8093,0,51,"Spain","1","Male",83739.32,1,65868.28,587
4690,0,33,"France","1","Male",108825.34,1,110299.78,535
7051,0,24,"France","1","Male",97544.29,1,51387.1,705
6973,0,37,"France","0","Male",168253.21,1,147521.35,531
8438,1,45,"Spain","0","Male",118327.17,2,36697.48,568
4837,0,29,"Spain","1","Male",98630.31,2,49361.84,775
4275,1,49,"Germany","1","Female",0,1,192298.84,634
5417,1,43,"Germany","1","Male",95556.31,1,199273.98,695
6796,0,33,"Germany","1","Male",128135.99,1,68008.85,652
4575,1,51,"Spain","0","Female",0,1,46415.09,665
8894,0,38,"France","1","Female",0,1,188639.28,809
9034,0,38,"Spain","1","Female",132835.56,1,185366.56,678
4959,0,29,"France","1","Female",127504.57,1,86173.92,541
3760,0,29,"France","0","Male",0,1,112010.02,742
3894,0,51,"Germany","1","Male",38617.2,1,53581.14,697
4699,1,46,"France","0","Female",85216.61,1,117369.52,520
8513,0,38,"Germany","0","Female",79656.81,1,93524.22,637
3472,0,43,"France","1","Male",112146.12,2,176692.87,644
7033,0,38,"Germany","1","Male",135559.8,2,71856.3,432
6865,0,31,"Spain","1","Male",125167.02,2,98820.39,747
7808,0,34,"France","1","Male",99607.37,2,66721.98,559
4488,0,36,"Spain","0","Male",0,2,161668.15,649
3840,1,41,"Spain","0","Female",0,2,81259.25,549
4091,0,48,"France","0","Male",0,1,34941.23,544
9923,0,63,"Spain","0","Male",0,1,119419.37,644
5965,0,42,"Germany","0","Male",0,1,136377.21,583
9063,0,29,"Spain","0","Male",0,2,112269.67,729
6486,0,42,"France","1","Male",129895.19,1,28698.17,687
5349,0,33,"France","0","Female",95927.04,1,42581.09,708
7700,0,33,"France","0","Female",110624.99,1,44374.44,510
5341,0,38,"France","1","Female",0,2,115068.99,612
9412,0,36,"France","1","Female",114631.23,2,191393.26,622
8002,0,32,"France","1","Female",144606.22,1,43595.9,668
8951,0,42,"Spain","0","Male",0,2,123006.91,587
3660,0,27,"Germany","0","Male",111348.15,1,46422.46,813
8627,0,69,"France","1","Female",93320.8,2,152740.16,494
8103,1,55,"France","0","Male",116121.67,1,137674.96,667
5148,0,39,"France","0","Female",0,1,77705.75,807
4121,0,39,"France","1","Male",112510.89,2,143133.18,774
4262,0,22,"Germany","1","Male",0,2,70007.67,518
5318,1,54,"France","1","Female",99774.5,1,14083.12,574
9484,0,48,"France","1","Male",81173.83,1,162812.16,703
9016,0,38,"France","1","Female",110615.47,1,193502.93,612
3215,0,36,"Spain","1","Female",0,2,106977.8,721
7361,0,40,"Spain","1","Male",125389.7,1,178616.73,577
5807,1,26,"Spain","0","Female",0,2,159165.7,647
6108,0,42,"Germany","1","Male",77599.23,1,97906.38,553
9248,0,38,"Spain","1","Male",0,2,94415.6,560
7197,0,54,"Germany","1","Female",111729.47,2,84920.49,757
4775,0,38,"France","0","Male",0,2,91763.67,579
9682,0,37,"Germany","1","Male",167735.69,2,104665.79,586
3213,0,23,"France","1","Male",119624.54,2,110472.12,670
6647,0,44,"France","0","Female",0,2,149665.65,637
3364,0,48,"Germany","1","Female",107192.38,1,136603.42,539
8489,0,58,"Spain","1","Male",70105.87,1,120830.73,617
7771,0,29,"Germany","1","Male",107712.57,2,175518.31,687
7549,1,42,"France","0","Male",89838.71,3,85983.54,543
6567,0,35,"France","1","Female",90413.12,2,126012.57,653
5544,0,45,"France","1","Female",0,2,147224.27,600
4788,0,40,"Germany","1","Male",47869.69,2,155061.97,505
4315,0,35,"Germany","0","Female",102482.76,1,53994.64,668
3898,0,36,"France","0","Female",180169.44,2,160835.3,768
5411,0,39,"France","1","Male",90963.49,1,27802,496
9089,0,45,"Spain","1","Male",127728.24,1,174205.22,546
3394,0,25,"France","0","Male",0,2,184221.11,616
3723,0,30,"France","1","Male",0,2,129273.94,670
6936,1,61,"Germany","0","Female",0,3,137985.69,615
3058,0,24,"France","0","Male",148197.15,2,27474.81,704
7909,0,36,"Spain","1","Male",0,2,23180.37,548
8528,0,40,"Germany","0","Male",96674.55,2,49063.42,541
5111,1,39,"France","0","Male",165438.26,1,109742.55,850
4938,0,35,"France","1","Female",74371.49,1,23129.46,636
9454,0,43,"Germany","1","Male",0,1,20134.07,613
8251,0,63,"France","0","Female",0,2,177703.15,587
8040,0,23,"France","0","Male",0,1,90055.08,570
9133,1,28,"Germany","1","Female",0,2,158585.17,548
6750,0,28,"France","1","Male",0,2,74405.34,524
3928,0,36,"Spain","1","Male",0,2,108377.82,733
5144,0,30,"Spain","0","Female",0,2,159165.7,605
6930,1,37,"France","1","Female",0,4,117690.58,537
6979,0,31,"France","1","Female",100912.19,1,123775.15,607
3061,0,41,"Spain","1","Male",97819.36,1,28778.98,623
6914,1,28,"Germany","0","Female",139265.63,1,144275.39,758
6176,1,32,"Germany","0","Female",0,2,45750.21,621
4619,1,46,"Spain","1","Female",182364.53,1,139266.48,629
5088,0,24,"France","0","Male",0,1,117939.17,459
8306,0,43,"France","0","Male",76408.85,2,77837.63,767
3414,1,43,"Spain","0","Female",12459.19,1,156787.34,644
8174,0,39,"France","1","Male",0,2,11159.19,850
7915,0,49,"France","1","Female",0,2,119087.25,820
6018,0,28,"Germany","1","Female",123802.98,2,155846.69,527
4840,0,42,"France","0","Female",0,2,130404.53,495
3327,0,36,"Germany","0","Male",123601.56,2,103557.85,686
7299,0,23,"Spain","0","Male",93578.68,2,117916.63,797
5790,0,37,"France","0","Female",113899.92,1,120031.29,691
9750,0,33,"France","0","Female",113948.58,1,7035.36,696
6414,0,56,"France","0","Male",136596.85,1,185791.9,814
9877,1,43,"France","1","Female",95167.55,3,40066.95,601
3441,0,29,"France","0","Male",147527.03,1,51099.56,718
8039,0,32,"Germany","0","Female",94753.55,2,96528,811
5301,0,43,"Germany","0","Male",0,2,184954.11,451
8168,1,35,"Spain","0","Female",157559.59,2,57549.65,648
4950,0,27,"Germany","1","Female",0,2,76889.79,529
5251,0,42,"Germany","1","Male",142755.25,1,34231.48,658
6116,0,44,"France","1","Male",104783.81,2,86935.08,461
9879,0,31,"France","0","Male",0,2,17913.25,611
4532,0,31,"France","1","Male",168396.34,1,27308.58,777
4605,0,32,"France","1","Male",133050.97,2,89385.92,681
5999,0,36,"France","0","Female",99786.2,1,60194.05,509
5960,0,31,"Germany","1","Male",0,2,146056.29,729
8431,0,33,"France","0","Male",102017.25,2,80883.82,571
6197,0,19,"Germany","0","Male",125860.2,1,180595.02,491
9468,0,47,"Spain","1","Male",95059.02,1,10598.29,801
8895,0,34,"Germany","1","Female",160426.07,1,188533.11,643
6100,1,29,"Germany","0","Female",95167.55,3,102975.72,710
8989,1,29,"Spain","1","Male",0,1,9324.31,630
3306,0,40,"Germany","1","Male",95001.33,2,123202.99,649
4066,0,66,"Germany","0","Male",182532.23,2,195429.92,749
8973,0,38,"Spain","1","Female",0,2,136507.69,729
7355,0,42,"Germany","1","Female",0,2,90537.47,781
7897,0,31,"Germany","0","Male",130170.82,2,126933.73,689
9989,0,39,"France","1","Male",147674.26,1,49405.93,515
6385,1,34,"France","1","Female",82909.14,2,91817.38,676
5891,0,38,"Spain","0","Male",0,2,31921.95,722
6403,0,32,"Spain","1","Male",0,2,160618.61,711
3532,0,40,"France","0","Male",163823.37,1,89519.47,621
6406,1,45,"Spain","0","Female",131355.3,2,49185.57,505
8782,1,58,"Germany","1","Male",101487.18,1,75959.1,598
4752,0,24,"France","1","Male",125685.79,1,63340.65,844
6478,0,41,"France","0","Male",0,2,7680.23,595
4593,0,48,"France","0","Female",115713.84,2,83210.84,671
7467,0,30,"France","0","Female",104796.54,2,118716.63,511
9740,0,72,"Germany","0","Female",132178.67,1,10072.55,578
5009,0,39,"Germany","0","Female",167395.6,2,139537.43,799
8829,1,26,"Spain","0","Female",0,2,54209.02,713
3307,0,32,"Spain","0","Male",124857.69,2,192776.64,591
7215,1,38,"Germany","0","Male",0,2,137674.55,706
9554,0,21,"Spain","0","Male",0,2,107415.02,449
5324,0,35,"Germany","0","Male",123761.68,1,83910.4,823
5189,0,43,"Spain","1","Male",78022.61,1,30662.91,613
8034,0,29,"France","1","Male",0,2,22499.29,639
6898,0,22,"Germany","0","Female",101648.5,2,172001.44,752
3098,0,35,"France","0","Male",0,2,63531.19,829
9028,0,25,"France","0","Male",0,1,145524.36,619
4085,0,27,"Germany","1","Female",111568.01,1,22026.18,597
9258,1,31,"Spain","0","Female",112652.08,1,103644.98,658
6998,1,31,"France","0","Female",125919.35,1,175910.95,717
9930,0,31,"France","0","Female",0,2,186339.74,783
4104,0,57,"Spain","1","Female",0,2,95463.29,675
5521,1,34,"Germany","0","Female",139422.37,1,115333.43,549
7087,1,62,"France","0","Female",0,2,53949.98,678
7523,0,20,"Germany","1","Female",0,1,164128.41,546
3051,0,23,"France","0","Male",0,2,51454.06,521
4634,0,31,"Spain","0","Female",0,2,9561.73,710
4086,1,33,"France","0","Female",0,1,18094.96,755
9378,0,36,"France","1","Female",109471.79,1,175161.05,726
5560,0,25,"France","1","Male",0,3,9679.28,825
3181,0,30,"France","0","Male",0,1,170307.43,545
8692,0,38,"Germany","1","Male",136858.42,1,189143.94,586
7126,0,33,"Spain","1","Male",66220.17,1,170819.01,619
8051,0,72,"France","1","Male",0,2,70783.61,668
4489,0,29,"France","0","Female",0,2,109563.28,496
8986,0,48,"France","0","Male",133161.95,1,196864.61,593
5541,1,42,"Spain","0","Female",75361.44,2,40645.81,661
5298,0,50,"France","1","Male",0,1,27150.35,536
7262,0,24,"France","1","Male",105701.91,1,121232.51,712
7026,0,56,"Germany","0","Female",120782.7,1,196021.73,634
4346,0,24,"Germany","1","Male",147360,1,25310.82,591
3117,0,32,"Germany","0","Male",0,1,95740.37,700
3934,0,39,"Germany","1","Male",127771.35,2,151738.54,850
3732,0,33,"France","1","Female",115409.6,1,1539.21,659
5923,0,34,"France","1","Male",0,2,10672.54,850
8606,1,31,"Germany","0","Female",123070.89,1,28461.29,510
9768,1,44,"Germany","1","Female",81290.02,3,51467.92,682
8749,0,32,"Spain","1","Male",97473.87,1,159823.16,528
8665,0,40,"France","0","Female",0,2,182547.04,476
8855,0,33,"Germany","0","Female",139781.06,1,101694.67,530
3359,0,41,"Germany","0","Male",110112.54,2,81898.81,529
9785,0,35,"Germany","1","Male",0,2,120511.03,738
3787,1,42,"France","0","Female",0,1,180702.12,566
6030,0,38,"Germany","1","Male",130170.82,1,149599.62,639
7975,0,21,"France","1","Female",0,2,110114.19,588
4322,0,36,"Spain","0","Male",94263.91,2,186136.48,484
7696,0,30,"France","1","Male",0,2,47536.46,603
6674,0,43,"Spain","1","Female",172196.23,1,86372.24,637
5027,0,28,"France","0","Male",0,2,73977.23,569
7575,0,31,"Germany","1","Female",119825.75,1,152097.02,522
4884,0,37,"Germany","1","Male",95830.43,2,25292.53,655
6874,0,44,"Spain","1","Female",84309.57,1,98175.74,498
6481,1,63,"Germany","1","Female",118449.21,1,133573.29,659
8809,1,35,"Germany","1","Female",151958.19,2,131238.37,509
5356,0,35,"France","1","Male",0,2,95623.28,714
3229,0,31,"Spain","1","Female",84474.62,2,80582.34,590
8055,0,35,"France","1","Male",0,2,107825.08,631
9377,0,28,"Germany","1","Female",109960.06,2,170829.87,784
3211,0,28,"France","0","Female",0,2,49594.02,630
6736,0,34,"Germany","0","Female",147037.32,1,143357.03,538
8530,0,43,"France","0","Female",162560.32,2,53584.03,636
9370,1,51,"Germany","0","Female",136294.97,2,116378.31,696
6679,0,39,"Germany","0","Male",159441.27,1,38466.39,579
9786,0,30,"France","0","Male",0,2,199464.08,581
6455,1,44,"France","0","Female",175303.06,1,44946.29,715
7907,0,38,"Spain","0","Male",90350.77,1,23596.24,794
3569,1,42,"Spain","1","Female",147187.84,1,193321.3,499
5750,0,38,"France","1","Female",164496.99,1,163327.27,457
9724,0,30,"France","0","Male",0,2,112813.79,646
6437,0,34,"France","0","Male",145471.37,1,152167.79,679
9911,0,35,"Spain","1","Female",0,1,108764.69,627
3066,1,37,"Germany","1","Male",0,2,186105.99,562
8750,0,36,"France","0","Female",148749.29,1,120219.14,730
3119,0,43,"France","1","Male",134740.19,2,181430.91,673
7326,0,28,"France","0","Female",147527.03,1,19823.02,724
4236,0,39,"France","0","Female",117704.73,1,46369.57,593
9242,0,34,"Spain","0","Female",164011.48,1,199420.41,790
8797,1,61,"Spain","0","Female",129855.72,2,170214.82,728
9436,0,43,"France","1","Female",117799.28,1,182372.35,811
6131,0,32,"Germany","0","Female",0,2,193132.98,848
4215,0,44,"Germany","1","Female",120171.58,1,152108.47,716
6273,1,63,"Spain","0","Female",135392.31,2,168989.77,634
5636,0,43,"Spain","0","Male",0,2,29346.1,666
9114,1,32,"Germany","0","Female",157138.99,3,190994.48,648
8136,0,28,"Germany","0","Male",150329.15,1,145558.42,609
5029,0,29,"France","0","Female",147737.63,1,94951.27,838
4244,1,36,"Spain","0","Female",0,2,46044.7,616
3542,0,41,"France","0","Male",79706.25,1,165675.01,508
4407,0,41,"France","0","Male",157777.58,1,67484.6,850
4822,1,46,"Germany","1","Female",176311.36,1,84199.78,655
4623,0,44,"Germany","0","Male",108407.34,1,83681.2,564
3112,0,55,"Spain","0","Male",115285.85,2,177624.01,826
4827,1,50,"Germany","1","Male",81290.02,3,198874.52,722
5550,0,27,"France","0","Male",103244.86,2,125302.64,692
8415,0,52,"France","0","Male",0,2,33159.37,707
