"ID","Exited","Age","Geography","IsActiveMember","Gender","Balance","NumOfProducts","EstimatedSalary"
5216,0,20,"Spain","0","Male",104719.94,2,198674.08
9522,0,32,"France","0","Female",111871.93,1,50230.31
4573,0,37,"Spain","0","Male",92930.92,1,85148.78
6356,0,41,"France","0","Male",114835.43,1,54394.28
4251,1,31,"Spain","0","Female",185078.26,1,115337.74
4351,0,51,"Germany","1","Female",155903.82,2,174205.22
4409,0,51,"France","1","Male",0,2,20856.31
5270,0,42,"France","1","Female",170291.22,2,22974.01
5555,0,43,"France","0","Male",0,2,9704.66
6031,1,56,"Spain","0","Female",0,1,142963.29
8878,1,45,"Germany","0","Male",103583.05,1,132127.69
6348,0,31,"France","1","Female",152663.77,1,17128.64
4410,0,44,"Germany","1","Female",126104.98,2,110718.02
8718,0,28,"France","0","Female",0,1,125110.02
8905,0,30,"France","0","Female",0,2,164549.74
8260,0,23,"France","0","Male",0,2,189613.12
5768,0,31,"Spain","0","Female",0,2,151843.54
7665,0,40,"Germany","0","Female",134504.78,2,18082.06
4063,1,38,"Germany","0","Female",139265.63,1,145387.05
7543,0,36,"Spain","1","Female",0,2,16274.67
4857,0,36,"France","0","Male",0,1,105152.17
8074,1,55,"France","1","Female",0,1,196794.11
8637,0,43,"France","1","Female",139496.35,1,77128.23
8455,0,31,"France","1","Female",0,1,76254.83
4340,0,29,"France","1","Male",0,2,192131.77
7465,0,33,"Germany","1","Male",99046.31,2,56053.06
8439,0,49,"France","1","Male",110717.38,1,9398.45
7191,0,36,"France","0","Female",0,2,146192.4
3624,1,45,"France","1","Male",0,1,174916.85
9720,0,61,"Spain","1","Male",96950.21,1,97877.92
8819,0,73,"France","0","Female",0,2,41052.82
3923,0,28,"France","0","Female",0,2,41227.67
5557,1,41,"Germany","0","Male",119276.31,1,80553.87
3017,0,35,"Spain","1","Female",93320.8,2,104876.8
4689,0,28,"France","1","Female",166527.88,2,177607.77
9014,1,45,"Spain","0","Male",114739.92,1,85891.02
9638,0,44,"Spain","1","Male",121250.04,1,79691.4
3334,0,62,"Germany","1","Male",126104.98,2,143104.3
8231,0,32,"France","0","Male",133436.52,1,56787.8
4668,0,41,"France","0","Male",113923.81,1,67789.99
6229,0,32,"France","1","Male",124993.29,2,27548.06
5292,0,35,"France","1","Female",115651.6,2,104706.29
6422,0,41,"Spain","1","Female",142388.61,2,180808.39
7842,0,37,"France","1","Male",123971.16,1,152054.33
5966,1,37,"Germany","0","Male",127545.56,2,79559.02
7097,1,35,"France","1","Female",95120.59,1,63736.17
6510,0,32,"France","1","Female",137755.76,1,122925.44
5552,1,43,"Spain","0","Female",150956.71,1,107415.02
7669,0,37,"France","0","Male",91184.01,1,36483.52
8796,0,38,"France","0","Male",0,2,158111.71
7182,0,38,"Germany","1","Female",71816.74,1,185662.84
4655,0,31,"Spain","0","Female",0,2,102402.91
9021,0,29,"Germany","1","Female",49572.73,1,4195.84
8493,0,34,"Spain","0","Male",0,2,61251.25
8217,0,48,"France","1","Male",0,2,170893.85
7686,0,31,"Germany","1","Male",137301.87,1,3148.2
5955,1,46,"Germany","1","Female",148962.46,1,197221.81
6999,0,42,"Germany","0","Female",101979.16,1,35770.84
6158,1,46,"Spain","0","Male",0,1,113046.81
4205,1,61,"France","1","Male",137774.11,2,188729.08
6829,0,38,"France","0","Male",100476.46,2,90607.31
6761,0,32,"France","1","Male",0,1,148210.64
7712,0,32,"Germany","1","Female",98986.28,1,55867.38
6879,0,40,"France","1","Male",142755.25,1,141359.11
7939,0,43,"Germany","1","Male",161628.66,1,63082.88
9946,1,45,"France","0","Male",104930.38,1,155921.81
4293,0,23,"Germany","1","Male",133161.95,2,76611.33
9754,0,66,"France","1","Male",0,2,168412.07
5369,0,35,"Spain","1","Male",146780.52,2,124550.88
9362,0,46,"Spain","0","Male",0,1,4654.28
3552,0,35,"Spain","1","Male",0,2,175043.69
5472,0,36,"Germany","0","Female",72373.62,2,36895.99
6351,1,46,"Germany","0","Male",119556.1,1,78250.13
5393,0,41,"Spain","0","Male",127397.34,1,151335.24
8856,1,37,"France","0","Male",157848.53,1,37543.93
6650,0,40,"France","1","Female",0,2,122518.5
9207,0,27,"France","0","Male",0,2,103603.65
8241,0,53,"Spain","1","Male",0,2,57128.78
9562,0,38,"Spain","0","Male",76915.4,1,135096.78
3880,1,50,"Germany","1","Male",116646.76,4,160618.61
9584,0,30,"Germany","0","Male",157559.59,2,152054.33
9945,0,46,"France","1","Male",0,2,36376.97
9392,0,37,"Germany","0","Male",98400.61,1,25017.28
6305,0,32,"France","1","Male",0,1,139048
6834,0,33,"Spain","0","Male",148749.29,1,180626.68
3503,1,42,"France","0","Male",0,2,54560.79
3795,1,29,"France","1","Male",123192.12,2,56971.41
8997,0,41,"Spain","1","Female",119703.1,2,109783.29
3886,0,36,"Spain","1","Male",0,2,130610.78
4898,0,39,"Germany","0","Male",82531.11,1,114092.52
6454,0,21,"Germany","1","Female",0,1,164966.27
7058,1,44,"Germany","0","Female",111099.79,1,116097.26
5095,0,29,"Spain","1","Male",0,2,152097.02
6708,0,40,"Spain","0","Female",0,2,179485.96
4996,0,45,"France","0","Female",0,1,156598.23
5045,1,43,"France","1","Female",170214.23,1,112026.1
3765,0,37,"France","0","Female",0,2,30114.32
7226,1,30,"Spain","0","Male",0,2,67997.13
3547,0,51,"Spain","1","Female",0,1,70532.53
9736,1,58,"Germany","0","Male",88120.97,1,25881
6631,1,24,"Spain","0","Female",95328.6,1,6129.61
8581,0,22,"Spain","1","Female",101060.25,1,84699.56
7606,0,34,"France","1","Male",71018.6,2,195325.74
9357,0,71,"Germany","1","Female",106307.91,2,113428.77
4989,0,33,"France","0","Female",0,2,74804.36
4297,0,42,"France","1","Male",151607.56,1,178504.29
4505,0,40,"France","1","Female",94607.08,1,36690.49
3420,0,28,"Spain","1","Male",0,2,146875.86
5975,0,45,"France","1","Female",106365.29,1,143458.31
4170,0,38,"Germany","1","Male",99812.88,2,158357.97
9020,0,42,"Germany","1","Female",120923.52,1,198398.68
3381,1,52,"Germany","1","Female",106074.89,1,23548.45
5249,0,56,"France","1","Male",131317.48,1,119175.45
7652,0,44,"France","1","Male",0,1,18708.76
3514,0,53,"France","1","Female",114233.18,1,67445.85
4900,0,27,"France","0","Male",0,2,123410.23
5939,0,35,"France","0","Female",0,2,92816.86
7938,1,51,"Germany","1","Female",138214.5,1,143538.51
5236,0,43,"Spain","1","Male",138150.57,1,177357.16
3393,0,41,"France","0","Male",0,1,95655.16
6186,0,55,"France","1","Male",0,2,118752.6
8783,1,48,"France","0","Female",170833.46,1,110510.28
8037,1,39,"Germany","1","Female",100116.67,1,103901.35
4512,0,40,"Germany","1","Female",134590.21,1,46253.65
4874,0,64,"France","1","Male",137179.39,1,124341.49
9585,0,31,"Spain","1","Female",0,1,162149.07
9292,0,28,"France","1","Female",0,2,19653.08
8857,0,29,"France","0","Male",0,2,32089.57
5267,0,34,"France","0","Male",141462.13,1,141075.51
5057,0,36,"France","0","Male",71553.83,2,123775.15
8100,0,34,"Spain","1","Male",127095.14,2,479.54
7252,1,53,"Germany","0","Male",82931.85,1,180598.28
6826,1,38,"Germany","1","Male",143888.22,2,166236.38
6744,0,30,"Germany","0","Female",125338.8,2,23970.13
5644,0,34,"France","1","Male",0,2,98586.14
3744,0,35,"France","1","Male",114193.24,2,71154.1
9814,0,46,"Spain","0","Male",0,2,47018.75
5275,1,57,"France","1","Female",0,2,194421.12
5850,0,25,"Germany","1","Male",145578.28,2,35770.84
3403,1,55,"Germany","1","Male",131033.76,1,75685.59
9894,0,45,"France","0","Male",126345.55,1,96131.47
5867,0,48,"France","1","Female",120879.73,2,191870.28
4693,0,39,"Spain","1","Female",165282.42,2,6075.36
3604,0,45,"Germany","0","Female",71843.15,2,26772.04
8157,0,68,"France","1","Male",0,2,199493.38
3696,1,31,"France","1","Female",57530.06,1,181893.31
9775,0,37,"Spain","1","Male",102016.38,1,121763.68
3625,1,37,"Germany","1","Female",97560.16,1,980.93
5130,0,31,"France","1","Female",0,1,190457.87
3404,1,38,"France","0","Female",68065.8,1,47728
9808,0,32,"Germany","1","Male",124450.36,2,86911.49
6532,0,42,"Spain","0","Male",0,1,22909.56
5147,0,28,"France","1","Male",0,2,131249.46
6698,0,40,"Germany","0","Female",96202.32,1,161154.85
5505,0,38,"Spain","1","Female",0,2,58332.91
6931,0,31,"France","1","Male",97023.21,1,2168.13
4909,0,42,"Germany","1","Male",176702.36,2,104804.74
4411,0,31,"Spain","0","Male",0,2,149170.92
3469,1,43,"Spain","0","Male",93143.39,1,84361.72
3196,1,33,"Spain","1","Male",155973.13,1,173464.43
5143,0,28,"France","1","Male",95984.69,2,146192.4
7321,0,31,"Germany","0","Male",0,2,178153.65
8494,0,41,"Spain","0","Female",0,2,93478.96
8360,0,53,"France","0","Female",118064.93,2,28045.77
3300,0,42,"France","1","Female",132739.26,2,174667.65
5454,1,44,"Germany","0","Male",129608.57,1,41788.25
6120,1,47,"France","1","Male",0,2,54405.79
8276,0,35,"France","1","Female",95698.79,1,5388.3
3171,0,69,"Spain","0","Male",61691.45,1,53087.98
9563,0,47,"France","0","Female",178755.84,1,27513.47
9596,1,54,"France","1","Male",0,2,170454.93
5922,1,39,"Germany","1","Male",124640.51,2,116511.12
4147,0,25,"France","0","Female",0,1,180345.44
6897,1,59,"Germany","0","Female",0,2,27965
3108,0,37,"France","1","Male",0,2,105618.14
8196,1,39,"Germany","0","Female",0,1,104721.5
8964,0,26,"Germany","0","Male",119545.48,3,47428.73
7140,0,55,"Germany","1","Male",82498.14,2,25136.95
8928,1,30,"Germany","1","Male",140121.17,1,11302.7
8491,0,42,"France","0","Female",0,2,121138.77
9445,0,42,"France","0","Male",164951.56,2,190531.77
4323,1,48,"France","0","Female",114169.16,1,115068.99
5309,0,34,"France","1","Female",0,2,84033.35
4957,0,46,"France","0","Female",167795.6,1,44390.38
9139,0,42,"Spain","1","Male",0,1,79408.17
9772,0,22,"France","1","Female",118064.93,2,2053.42
5603,0,31,"France","0","Male",82674.15,1,41970.72
9763,0,42,"France","1","Male",121765.37,2,166516.84
3476,1,36,"Spain","1","Male",154669.77,1,153080.4
4870,1,60,"Spain","1","Male",152347.01,1,177480.45
5700,1,30,"Germany","0","Female",0,2,60891.8
7537,0,28,"France","1","Female",0,1,8814.69
9781,0,35,"France","1","Male",0,1,167573.06
8087,0,34,"France","0","Female",0,2,26260.98
5648,1,36,"Germany","1","Female",145387.32,2,169963.2
3594,0,38,"France","1","Female",151532.4,1,46555.15
4866,0,29,"France","1","Male",0,2,83617.17
5942,0,29,"Spain","1","Female",80922.75,1,114474.98
9059,0,38,"France","1","Male",0,2,82996.47
4312,0,55,"Spain","0","Male",0,1,193131.42
3375,1,35,"Spain","0","Male",0,1,106837.06
3837,0,41,"France","0","Male",89086.31,1,24499.97
6559,1,32,"Spain","1","Female",0,1,51972.92
7989,0,30,"Germany","1","Female",0,2,137903.54
5241,0,42,"Germany","1","Female",137479.13,1,25669.1
5604,0,32,"France","1","Male",103324.78,1,46127.7
3170,0,42,"France","1","Male",112465.06,1,92977.75
8304,1,35,"Germany","0","Female",0,1,12639.67
4248,1,51,"France","0","Female",117494.27,2,105997.25
9713,0,37,"France","1","Male",0,1,121175.86
8010,0,28,"Spain","0","Male",0,2,25042.1
8654,0,39,"France","1","Male",0,2,75786.55
4747,1,34,"France","0","Female",139301.68,1,69384.71
7637,0,40,"Germany","0","Female",75893.11,2,132562.23
4238,0,44,"Germany","1","Male",111369.79,2,91947.74
8167,1,51,"France","0","Female",0,1,179614.8
6034,1,37,"France","0","Female",144235.73,2,154957.66
5316,0,44,"France","0","Male",111095.58,2,100137.7
9343,1,45,"France","1","Female",115924.89,1,28123.99
3236,0,35,"France","0","Male",0,2,103608.06
5458,0,37,"France","1","Male",93978.96,2,60651.77
6860,0,36,"Germany","1","Male",0,2,82469.06
7320,0,36,"France","1","Male",83543.37,1,66580.13
3345,0,36,"Germany","0","Female",73088.06,2,196142.26
4437,0,32,"Spain","0","Male",61636.97,2,107787.42
8294,0,53,"Spain","0","Male",111061.01,2,142963.29
5167,0,34,"France","1","Male",0,2,14559.62
6994,0,46,"Germany","1","Female",149003.76,2,179673.11
4644,0,31,"Germany","1","Female",0,2,150944.31
6557,0,40,"Germany","0","Male",104508.1,1,121537.91
4849,0,40,"Germany","1","Male",89025.88,2,1540.89
5424,0,39,"France","1","Female",0,2,101168.9
6722,1,44,"France","0","Female",109528.28,1,27341.63
8302,0,36,"Germany","1","Male",0,2,137476.71
7039,0,22,"Germany","1","Male",123180.01,1,164162.44
7454,0,43,"France","0","Male",101641.14,3,155639.76
9366,0,38,"Germany","1","Female",0,2,1271.51
4654,1,47,"Germany","1","Female",0,2,26812.89
6752,0,30,"France","0","Male",107303.72,1,135394.62
5684,0,38,"Spain","1","Male",152806.74,2,19687.99
6392,0,42,"France","1","Male",0,2,3797.79
8580,0,33,"Spain","0","Female",0,1,98820.09
6720,0,42,"Spain","0","Male",0,2,145490.85
9700,0,31,"Spain","1","Male",153590.73,2,195668
6701,0,41,"Germany","0","Male",0,2,156381.47
4730,0,29,"Spain","0","Male",0,2,154271.41
5379,1,61,"France","0","Female",0,1,127804.66
7110,0,31,"France","0","Male",94263.91,2,168895.06
4533,0,18,"Spain","0","Male",0,2,59172.42
5893,0,36,"Germany","0","Female",82161.7,2,187776.49
3935,1,30,"Germany","0","Female",128264.03,1,18772.5
7257,0,26,"Spain","0","Male",0,2,120790.02
6526,0,52,"Spain","1","Male",0,2,123242.11
6741,0,29,"Germany","0","Female",57530.06,2,133091.32
3738,0,40,"France","1","Male",85109.21,1,110454.46
9692,0,36,"France","1","Female",213146.2,1,83478.12
5185,1,56,"Germany","0","Female",0,2,64308.49
5414,0,28,"France","0","Male",0,2,5893.23
9773,0,37,"Germany","1","Female",130622.34,2,77370.37
6476,0,34,"Spain","1","Female",161572.24,2,191076.22
9193,0,36,"Germany","0","Male",118889.66,2,87422.15
7180,0,27,"Germany","0","Male",0,2,170998.83
8961,0,37,"Germany","1","Male",135795.63,1,46523.6
4331,0,25,"France","0","Female",0,2,27509.52
8723,0,26,"France","1","Female",124281.84,1,60116.57
5698,0,28,"France","0","Male",191402.82,2,83238.4
6772,0,48,"France","0","Female",0,2,45570.84
6654,0,31,"France","1","Male",0,2,169915.02
8297,0,30,"Germany","0","Male",146584.19,2,161133.4
5563,0,25,"France","0","Female",0,2,173948.4
6517,0,40,"France","0","Male",124339.9,1,68255.88
5769,0,54,"France","1","Male",0,2,94888.6
3653,0,31,"France","1","Female",145843.82,1,31022.56
5861,0,35,"Spain","1","Female",118273.83,1,3086.89
6692,0,27,"France","0","Male",139301.68,1,197923.05
9368,0,49,"France","1","Male",129164.88,1,193266.72
3013,0,50,"Spain","1","Male",0,1,2560.11
9389,0,39,"France","0","Male",0,2,179451.42
3135,0,38,"France","0","Female",0,2,178752.73
8233,0,30,"France","0","Male",0,2,162523.66
5953,0,51,"Germany","1","Male",140355.56,1,56971.41
7069,0,47,"France","1","Male",0,2,152884.85
6511,0,32,"France","1","Male",0,2,55724.24
6191,0,30,"Germany","1","Male",0,1,176868.89
7486,1,38,"France","0","Male",0,2,182156.81
7310,0,39,"France","0","Male",0,2,197923.05
8220,0,35,"France","0","Female",0,2,103480.69
5098,0,53,"Spain","1","Female",65971.61,1,83844.79
8084,0,40,"France","1","Female",0,1,79881.39
4021,1,42,"France","0","Male",108078.56,1,150944.31
6303,0,54,"Spain","1","Female",0,2,47139.06
6746,1,58,"France","0","Female",143212.22,1,159899.97
5719,0,32,"Germany","1","Male",124781.67,1,33700.52
8391,0,36,"Spain","1","Male",187911.55,1,45570.84
7800,0,42,"France","0","Male",0,1,149807.01
5660,0,36,"Spain","0","Female",106190.55,1,22994.32
9914,1,45,"Spain","0","Male",164450.94,1,141970.02
6434,0,38,"France","1","Female",84764.79,2,3430.38
9376,0,31,"France","0","Female",0,2,191074.11
9901,0,43,"France","1","Male",0,2,123181.44
4059,0,49,"Germany","0","Female",59532.18,2,27149.27
6997,1,62,"Germany","0","Female",127940.47,1,194700.81
6409,0,46,"France","1","Male",122220.19,1,24847.02
3781,0,26,"France","1","Female",104258.8,1,126876.47
4213,0,37,"Germany","1","Female",113383.07,1,98015.85
4046,0,30,"France","1","Female",135422.31,2,186418.85
3691,0,31,"France","0","Male",0,2,27731.05
9589,0,34,"France","0","Female",0,2,153662.88
7998,1,33,"Spain","1","Female",70291.02,1,181850.74
7775,0,31,"Spain","0","Male",82506.72,1,192029.19
4389,0,29,"France","1","Male",108632.48,1,196293.76
9280,1,43,"Spain","0","Male",0,1,77216.48
4317,0,48,"France","0","Male",87619.29,1,162523.66
3963,0,36,"France","0","Male",143421.74,1,19653.08
5030,0,43,"Germany","0","Male",136855.94,2,171070.52
9464,1,48,"France","1","Male",0,1,137276.83
8541,0,38,"Germany","1","Female",114753.76,1,107665.02
6506,0,40,"France","1","Female",88084.13,2,154337.47
5340,0,35,"France","1","Female",137654.05,2,172629.67
5582,0,37,"Spain","1","Female",151218.98,2,109309.29
4931,0,39,"France","0","Male",129299.28,2,114279.63
4546,0,43,"Spain","0","Male",136487.86,2,82815.93
7603,0,43,"France","0","Female",0,2,131093.99
9725,1,49,"France","0","Male",108806.96,3,61446.92
3589,0,54,"France","1","Female",0,2,144390.75
7890,0,52,"France","0","Male",0,2,123622
4946,0,76,"France","1","Female",128410.71,2,36721.4
6370,1,57,"Spain","0","Female",0,1,169621.69
8841,0,33,"France","1","Female",0,2,98015.85
9624,0,21,"France","0","Female",0,1,28726.07
8386,0,20,"Spain","1","Male",0,2,44904.26
5622,0,37,"France","1","Male",125529.55,1,82565.01
8774,0,32,"France","0","Male",131765.72,1,118782.06
8416,1,36,"France","0","Male",0,2,58601.61
5805,0,34,"Germany","0","Female",130661.96,1,59325.21
5409,0,35,"France","0","Male",104088.59,2,119666
3600,1,36,"Spain","0","Male",77967.5,1,106691.02
8763,1,26,"Germany","0","Male",113674.2,1,197861.16
6544,0,43,"Spain","0","Male",115643.58,1,119333.95
7156,0,35,"France","0","Male",122929.42,2,147636.46
7216,0,27,"France","1","Female",88243.29,2,96658.26
4421,1,55,"France","1","Male",118803.35,2,128124.7
8091,0,36,"France","0","Female",0,2,8555.73
4250,0,24,"France","1","Female",148167.83,2,109470.34
6042,0,33,"France","0","Male",0,2,57942.88
3961,0,38,"France","0","Male",0,2,37976.36
7786,0,41,"France","1","Male",37702.79,1,195775.48
8733,0,51,"Spain","1","Male",0,2,191599.67
8131,0,28,"Spain","1","Female",0,1,173784.04
6349,0,29,"France","0","Female",0,2,137508.31
6070,0,33,"France","0","Male",0,2,97623.42
9235,0,26,"France","1","Male",166257.96,1,149369.41
3521,1,46,"Germany","1","Female",123642.36,1,49725.16
9338,0,40,"Spain","1","Female",0,2,108787
6801,0,29,"France","0","Male",0,2,61977.82
6388,0,38,"France","1","Male",71264.02,2,68759.57
9893,0,23,"France","0","Male",0,2,157878.67
6635,0,42,"France","0","Male",81589.04,1,188227.8
5000,1,75,"Germany","0","Male",103711.56,1,192464.21
9283,0,18,"France","0","Male",112291.34,1,153157.97
3480,1,35,"Germany","0","Male",82506.72,1,127678.95
7117,0,28,"Spain","0","Female",132598.38,2,61761.77
4071,0,45,"France","1","Male",0,2,20734.81
3908,0,30,"France","1","Male",133844.22,1,31406.93
8199,1,33,"Germany","1","Male",121513.31,1,186942.49
8151,0,28,"France","1","Male",67639.56,2,79616.37
6886,0,32,"Germany","1","Female",90322.99,2,118740.37
5848,0,37,"France","1","Male",98365.33,1,141137.53
6060,1,31,"Spain","1","Male",121461.87,1,148305.82
4267,1,49,"France","0","Female",170491.84,1,48553.77
6456,0,38,"Germany","1","Male",129164.88,1,152872.39
9425,0,29,"France","1","Male",0,2,48673.18
3942,0,28,"Germany","0","Male",185013.02,1,16481.12
9466,0,28,"France","0","Female",0,2,162809.2
6497,0,38,"Germany","0","Female",154776.42,2,196257.68
9643,0,32,"Germany","0","Male",0,2,176580.63
8201,0,32,"France","1","Male",134446.04,1,111241.37
9709,0,31,"Spain","1","Male",0,2,67667.19
9323,0,42,"Germany","0","Female",75497.51,1,77178.42
4665,0,28,"Germany","1","Male",78778.49,2,5698.97
9413,0,30,"France","1","Male",123859.6,2,143086.09
6839,0,29,"Germany","1","Female",87212.8,2,994.86
9652,0,74,"Germany","1","Male",105102.5,1,46172.47
9361,0,40,"France","1","Male",0,1,105352.55
3700,0,37,"Spain","0","Female",95845.6,2,122218.23
9778,0,30,"Spain","1","Male",129548.5,2,19282.85
5178,0,40,"France","0","Female",0,2,141946.92
9728,0,40,"France","1","Female",125470.81,1,174536.17
5510,0,44,"France","0","Female",135814.7,2,95864.5
5376,0,27,"France","0","Female",0,2,152499.8
8029,1,33,"Spain","0","Female",0,1,136119.96
3484,0,37,"Germany","1","Male",155994.15,1,143665.44
9327,0,19,"France","0","Female",150348.37,1,173784.04
5283,0,43,"France","0","Female",107944.33,2,95936.84
6145,0,48,"France","0","Male",0,2,59748.19
9127,0,46,"France","1","Male",0,2,62825.03
5194,0,37,"Spain","0","Female",0,1,101433.76
6164,0,38,"Germany","0","Female",86569.76,2,98090.91
6227,0,38,"France","1","Male",86977.96,1,37094.75
7068,0,43,"Germany","1","Female",0,2,48249.88
5676,0,42,"Spain","0","Male",118064.93,2,109291.22
6892,1,40,"France","0","Female",0,2,14090.4
9097,0,40,"France","1","Female",0,2,126554.96
8529,0,39,"France","1","Male",63093.01,1,47089.72
9453,1,52,"Germany","0","Male",116497.31,1,163191.99
5200,0,39,"Spain","0","Female",83765.35,2,118358.54
3922,0,30,"France","0","Female",0,1,193984.6
8979,0,36,"France","1","Male",79551.12,1,126812.85
5996,0,43,"France","0","Female",0,2,65731.53
5720,0,37,"Germany","1","Female",122717.53,1,87000.39
8824,1,44,"France","0","Male",153548.12,1,35300.08
4175,0,29,"Spain","0","Male",107000.49,1,153419.62
7616,1,62,"France","0","Female",75051.49,1,29818.2
5017,0,31,"Spain","1","Female",87772.52,1,188516.45
3426,0,29,"France","0","Male",135536.5,1,4389.4
6715,0,27,"Spain","1","Female",145294.08,2,87400.53
4224,0,34,"Spain","1","Male",121151.05,2,25339.29
4578,0,39,"France","0","Male",0,1,36687.11
7716,0,29,"Germany","1","Male",119545.48,2,147693.92
6656,0,39,"France","1","Female",109844.81,1,25289.23
7210,1,47,"Germany","1","Male",116646.76,4,143007.49
4153,0,45,"France","1","Male",0,2,158264.62
6894,0,41,"Germany","1","Female",80285.16,1,197548.63
7622,0,31,"France","1","Female",75499.24,1,22184.14
4034,0,30,"France","0","Female",0,2,8125.39
5863,0,42,"Germany","0","Female",0,2,13464.64
7031,0,47,"France","0","Male",156265.31,2,1055.66
6265,1,50,"France","0","Male",115142.9,1,63606.22
9529,0,35,"France","0","Female",0,2,144251.38
9103,0,38,"Germany","0","Male",0,1,115700.2
9076,1,24,"Spain","0","Male",93656.95,1,141400.51
8507,0,36,"Germany","0","Male",131142.53,1,174918.46
5323,0,28,"Germany","0","Male",174673.65,2,33300.56
3927,1,54,"Germany","0","Female",0,1,83715.66
5785,0,29,"France","1","Male",0,2,23864.21
8401,0,38,"Spain","0","Female",123536.52,2,72085.1
3995,0,37,"France","1","Male",0,1,11407.58
7236,0,24,"France","1","Female",0,2,63606.22
5971,1,40,"France","0","Female",77641.99,1,82422.97
3273,0,35,"Spain","0","Male",0,2,42117.9
8600,1,53,"Germany","0","Female",95231.91,3,70140.8
9398,0,45,"France","0","Female",0,2,17622.82
5806,0,70,"France","1","Female",138032.15,1,72504.76
6981,1,30,"France","1","Male",113657.83,1,116848.79
6262,0,33,"France","1","Male",58036.33,1,83335.78
3257,0,33,"Germany","1","Female",122134.4,2,124795.84
3631,0,38,"Spain","0","Male",120923.52,1,91094.46
5938,0,36,"Spain","0","Male",0,1,101828.39
7330,0,28,"France","1","Male",83501.66,2,185489.11
7123,0,37,"France","0","Male",112291.34,1,108798.36
9960,0,39,"Spain","1","Female",133261.13,2,78065.9
4977,1,32,"Germany","1","Female",145751.03,2,109718.44
7580,0,28,"France","1","Male",88963.31,2,127977.66
8257,0,59,"Germany","1","Female",135296.33,1,19302.78
4009,1,22,"France","0","Female",150126.44,1,28465.86
3909,0,27,"France","0","Male",0,2,112979.6
7858,1,47,"Spain","1","Male",124349.34,1,25887.89
5868,0,31,"Germany","0","Female",138008.06,2,129912.74
3838,0,26,"France","0","Male",155739.76,1,111565.45
9821,0,42,"Germany","1","Male",117028.6,2,144680.18
9771,0,31,"Spain","0","Male",132862.59,1,158054.49
4173,1,43,"Germany","0","Male",103018.45,1,32462.39
6246,0,36,"Spain","1","Male",135071.12,3,29023.03
4084,0,31,"France","1","Male",0,2,185054.14
5440,1,37,"France","1","Female",0,2,3815.48
6633,0,34,"Germany","1","Female",0,2,171056.65
9631,0,42,"France","0","Male",85146.36,1,29296.74
7820,0,69,"France","1","Male",0,1,166324.79
9195,0,69,"France","0","Female",85325.93,1,22558.74
4391,1,33,"Germany","0","Female",144428.87,1,42749.85
6751,1,31,"Germany","1","Female",119507.58,2,91560.63
8227,1,35,"Germany","1","Male",0,3,73181.39
3090,0,35,"France","1","Male",0,2,68730.91
8225,0,35,"France","0","Female",99986.98,1,196582.55
9230,0,37,"Germany","0","Female",153040.03,1,113943.17
4324,0,46,"France","0","Female",0,2,49707.85
7499,0,54,"France","1","Male",110054.45,1,86950.72
5531,0,31,"Germany","1","Male",213146.2,1,188729.08
9579,0,43,"France","0","Male",0,2,130795.52
5113,0,52,"France","0","Male",121161.57,1,48988.28
4284,1,38,"Germany","0","Female",137301.87,1,125953.83
9954,0,40,"France","0","Female",0,2,62112.7
8689,0,22,"Spain","1","Male",66483.32,1,110317.39
5726,0,34,"France","1","Female",0,1,82276.62
6218,0,37,"Spain","1","Male",0,2,24734.25
5015,0,35,"France","1","Male",0,2,141031.08
5682,0,36,"Germany","1","Male",0,1,81898.81
7634,1,44,"France","0","Female",0,2,28707.69
4893,0,43,"France","1","Female",0,2,64327.26
7923,0,55,"France","1","Female",136354.16,1,22497.1
8207,0,41,"France","1","Female",111065.93,2,159483.76
9924,0,45,"France","0","Female",0,2,150048.37
5429,0,28,"Germany","0","Female",63176.44,1,14466.08
9782,1,27,"Germany","0","Male",126285.73,1,170333.38
4466,1,36,"Germany","1","Female",113781.5,1,106345.05
7220,0,37,"France","1","Female",126104.98,2,133672.61
4954,0,38,"Spain","1","Female",113348.5,1,77789.01
9532,0,46,"France","1","Female",138878.81,1,109563.28
3142,0,32,"France","0","Female",0,2,132002.83
9544,0,43,"France","0","Female",105419.73,1,35356.46
7477,0,29,"France","0","Female",112528.65,1,177362.45
5920,0,34,"France","1","Male",0,1,51358.66
4053,0,33,"France","1","Female",0,2,100843.82
9708,0,30,"Spain","0","Female",154159.51,1,192440.54
7827,0,34,"Spain","1","Male",83132.09,1,21360.88
4552,0,32,"Germany","1","Female",125445.04,2,130514.78
5517,0,32,"Spain","1","Male",0,2,198398.68
8860,0,27,"France","1","Female",0,2,139481.53
6867,1,30,"France","0","Female",111962.99,1,176614.86
7882,0,32,"France","0","Male",178011.5,1,22375.14
5456,0,39,"Spain","1","Female",0,2,117939.17
7751,0,43,"Spain","0","Female",96858.35,1,77511.45
7714,0,22,"Spain","1","Female",109679.72,1,753.37
4991,0,40,"Germany","0","Male",0,1,161971.42
6109,0,39,"Germany","1","Male",86350.87,2,105080.53
4925,0,33,"France","1","Male",119278.44,1,197148.24
8614,1,41,"France","1","Female",0,2,103042.2
3561,0,27,"France","1","Female",125167.74,1,133672.61
5140,0,45,"France","1","Female",135422.31,2,94715.24
9609,0,36,"France","0","Female",0,2,64420.5
7774,0,39,"Spain","0","Male",0,2,30912.89
