"ID","Tenure","NetPromoterScore","TransactionFrequency","Age","ComplaintsCount","EstimatedSalary","AvgTransactionAmount","DigitalEngagementScore","CreditScore","Balance","NumOfProducts","Gender","EducationLevel","LoanStatus","Geography","HasCrCard","IsActiveMember","CustomerSegment","MaritalStatus","SavingsAccountFlag","Exited","Outlier_LOF","Outlier_Mahalanobis","Outlier_Mahalanobis_Rob","Num_Metodos_Outlier"
4169,1,9,35,45,0,85869.89,84.176179222532,66,651,86714.06,1,"Female","High School","No loan","Germany","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
4296,5,10,47,32,0,23132.73,74.1885674993927,43,760,97041.16,1,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
8208,4,8,39,30,0,183171.47,83.3386183386186,43,683,114779.35,1,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5245,0,2,29,44,0,79078.91,62.7737974244543,58,677,148770.61,2,"Female","High School","No loan","Germany","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5828,5,1,37,42,2,30722.52,87.2616695247577,65,695,0,1,"Female","Postgraduate","Default risk","France","0","1","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
7345,6,10,30,40,0,138350.74,109.852291104418,76,596,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7332,6,8,24,30,0,199454.37,124.458790919763,57,608,121056.63,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8710,10,8,37,27,0,51620.94,104.332122695578,72,655,0,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8543,10,8,31,32,0,172129.26,96.0633188380689,78,708,86614.06,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6522,9,10,27,45,0,96862.56,232.529382982302,62,628,0,1,"Male","University","No loan","France","0","1","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
5981,9,10,30,32,0,110440.5,99.3392829229099,76,538,0,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
3297,7,6,28,79,0,194563.65,34.8672322566443,39,617,100116.67,1,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,TRUE,FALSE,1
7544,7,9,32,40,0,135459.02,116.184397732884,62,658,140596.95,1,"Female","High School","Active loan","France","0","1","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
9120,9,1,31,34,1,42855.97,111.164813254235,64,729,53299.96,4,"Female","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",0,FALSE,TRUE,FALSE,1
9374,4,0,27,35,2,115724.78,72.8446235903246,67,599,91328.71,1,"Female","Other","Default risk","France","1","0","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
4353,3,7,31,40,1,60843.09,86.2794283809232,42,599,126833.79,1,"Female","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
9832,7,10,36,34,0,143433.33,117.366764103257,57,659,97286.16,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3714,6,8,44,42,0,158302.59,79.1199455798532,68,610,153855.52,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
5865,1,8,33,33,0,85412.54,116.643317344143,80,596,138162.81,1,"Female","High School","Active loan","France","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
8564,4,6,32,24,0,142935.83,99.7974069207601,52,635,140197.18,1,"Male","High School","Active loan","Spain","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
9862,9,3,29,39,1,332.81,261.795456369389,66,715,0,2,"Female","Postgraduate","Active loan","France","0","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
8771,3,0,36,28,2,23970.13,233.659924839477,62,453,139986.65,1,"Female","Postgraduate","Default risk","France","0","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
6228,5,8,28,37,0,61324.87,97.3037111051837,55,589,0,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5449,1,0,24,21,3,54209.02,216.274184077159,83,701,178718.19,2,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
6564,4,9,33,56,0,170332.67,107.09556978216,71,659,123785.24,1,"Male","High School","No loan","France","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
8831,9,8,37,36,0,152290.28,133.316524828633,65,774,130809.77,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3675,6,10,30,20,0,168152.76,118.231460561392,50,790,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4106,0,4,20,39,0,171519.06,61.8539704969168,56,646,140549.4,1,"Male","High School","Active loan","Germany","0","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
7690,1,4,42,28,0,156791.36,84.3242155544079,55,635,81623.67,2,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
6015,0,10,29,34,0,99984.86,47.8606305615375,59,668,0,1,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4069,9,8,35,46,0,77405.95,242.636650736279,87,648,127209,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7450,5,10,35,26,0,141763.26,119.347247919242,63,651,147037.32,1,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9162,6,7,24,48,0,41815.22,46.7927298252142,33,549,124829.16,2,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
9177,6,9,32,27,0,146955.71,122.132755742502,61,359,128747.69,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1,TRUE,FALSE,FALSE,1
4049,6,10,31,42,0,185543.35,68.4509976427893,55,697,117685.31,2,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7962,7,9,25,39,0,194310.1,134.375995687366,65,604,0,2,"Female","High School","Active loan","France","0","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4913,3,8,24,31,0,39806.75,101.341175330835,49,687,115141.18,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8736,9,1,25,44,2,74836.34,80.8284996948187,54,750,120681.63,1,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
8383,3,5,32,29,0,58685.59,36.4155955142392,81,734,0,2,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4780,7,3,28,39,1,199527.34,92.8656521713955,79,445,0,2,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
5683,6,9,29,35,0,48108.72,79.9337240950363,66,572,0,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3890,8,8,21,33,0,126188.42,116.4222467407,60,673,0,2,"Female","High School","Active loan","Germany","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4763,2,2,27,33,0,190208.23,125.416089105118,70,712,0,2,"Female","High School","Active loan","Spain","0","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4444,9,10,37,30,0,40313.47,180.013887260522,85,850,121535.18,1,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6463,10,0,33,32,3,171045.35,82.1364702271002,40,525,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",1,FALSE,TRUE,FALSE,1
7449,7,9,42,43,0,195259.31,184.899654088606,72,399,139972.18,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
6604,2,9,26,33,0,21852.91,132.716448767225,54,686,119755,1,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4598,2,9,34,48,0,168840.23,234.090801506423,57,682,102523.88,1,"Male","High School","No loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
9629,9,0,36,37,3,9170.54,164.063106115005,49,621,83061.26,2,"Female","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
6285,10,0,38,50,3,6981.43,189.788006758915,59,728,0,2,"Male","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
6307,6,5,36,33,0,79099.64,42.5941096122771,39,521,171490.78,1,"Male","High School","Active loan","France","0","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
3462,5,8,37,35,0,31050.02,98.9032707413828,64,602,0,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9441,2,3,42,43,1,154189.08,107.503203301694,62,751,136525.99,1,"Male","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
3180,3,9,29,44,0,54726.43,193.470187140593,68,543,0,2,"Female","High School","No loan","France","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
3846,4,7,35,41,0,7597.83,124.326248097393,72,618,115251.64,1,"Male","Postgraduate","Active loan","Spain","0","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
6040,4,3,25,45,1,62989.82,72.6000516974024,82,619,115345.86,2,"Female","Postgraduate","Active loan","Spain","0","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3113,5,9,46,28,0,189271.9,72.3469530844156,49,537,192122.84,1,"Male","High School","No loan","Spain","1","1","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
4381,2,10,36,48,0,7919.08,83.2812935698336,67,638,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8473,2,10,32,28,0,69584.3,55.5733767744514,80,636,115265.14,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8500,6,9,28,45,0,71133.12,102.805047977034,55,534,91091.06,1,"Male","High School","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3206,3,1,26,37,1,194493.57,79.9957604368464,72,431,127609.59,1,"Male","Postgraduate","Active loan","Spain","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
7732,9,9,30,54,0,5924.38,126.433725644778,63,502,144900.58,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8215,7,9,34,22,0,177497.4,53.7700897669832,40,719,114415.84,1,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4537,3,10,25,54,0,167682.57,57.1173047324008,73,718,110495.27,2,"Male","High School","No loan","Spain","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
3841,7,10,41,49,0,131083.56,57.5809462066771,63,697,195238.29,4,"Female","University","No loan","France","0","1","Mass Market","Married","1",1,FALSE,TRUE,FALSE,1
5107,5,8,30,34,0,56185.05,119.462968144584,55,765,86055.17,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6547,5,8,33,28,0,33501.98,118.335378021972,52,791,127997.83,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5499,6,7,22,37,0,160849.43,41.7260802029928,36,720,127771.35,2,"Female","High School","Active loan","Spain","1","1","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
9286,4,4,33,41,0,196555.32,106.169995468263,68,637,138053.79,2,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3428,5,10,37,30,0,91711.66,130.29695638407,62,498,0,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4430,4,2,25,35,0,83022.92,49.1312878341846,56,622,112419.92,1,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8375,3,9,29,27,0,11819.84,20.7327919552538,89,604,0,1,"Male","High School","No loan","France","1","0","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
6504,3,10,25,35,0,199005.88,91.5700291965424,49,708,122570.69,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8248,0,4,22,40,0,172321.21,62.1880407234028,74,350,111098.85,2,"Female","High School","Active loan","France","1","1","Affluent","Single","1",1,FALSE,TRUE,FALSE,1
3862,10,4,29,47,0,138835.91,54.3214786024129,80,734,91522.04,2,"Female","High School","Active loan","Spain","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
5633,1,9,27,45,0,143298.06,102.357111608089,49,617,0,1,"Female","High School","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5063,8,10,27,84,0,186235.98,72.5507257434658,61,537,92242.34,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,TRUE,FALSE,1
4416,1,4,29,31,0,23822.04,82.0000122890937,69,553,0,2,"Male","High School","Active loan","France","0","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5864,0,9,29,42,0,157891.86,93.0847550958893,32,792,0,2,"Male","High School","No loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5650,2,6,29,48,0,145111.37,161.349464902617,74,729,135643,1,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
8609,1,4,37,73,0,898.51,35.8150036103518,81,675,0,1,"Male","High School","Active loan","France","1","0","Affluent","Single","0",0,FALSE,TRUE,FALSE,1
8150,7,10,24,35,0,2002.5,156.171324577277,62,850,0,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3239,4,4,26,55,0,117038.96,111.000173817138,64,684,0,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4255,2,9,23,71,0,83617.17,145.295554402223,66,850,98710.89,1,"Male","High School","Active loan","Germany","0","1","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
6357,7,10,34,49,0,97938.59,79.0066763460349,47,791,0,3,"Female","University","No loan","France","1","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8434,3,10,30,31,0,136610.02,163.377307981702,71,689,0,2,"Female","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8482,6,3,24,40,1,136767.16,52.3140336989692,45,591,86376.29,1,"Female","Postgraduate","Active loan","Spain","0","1","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
9866,5,3,32,42,1,131736.23,135.268356183483,56,669,104592.55,2,"Male","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
7703,6,10,39,25,0,24903.09,47.966508538221,67,695,120383.41,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9564,7,10,40,32,0,34665.79,104.208898693559,67,461,0,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8958,7,8,32,54,0,131852.01,156.535603948994,43,639,165610.41,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9780,5,7,26,56,1,126933.73,80.5867250642435,55,538,0,2,"Male","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3496,8,8,34,41,0,70127.93,133.885213620179,33,783,123151.51,2,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5842,1,9,32,31,0,46772.36,152.412994040199,91,588,99607.37,2,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6185,10,0,29,22,4,108411.66,101.861363999195,48,508,0,1,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
5033,9,4,21,32,0,177092.16,144.735034946319,40,612,0,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8139,1,9,34,40,0,148218.86,70.7431662845429,60,811,57530.06,1,"Male","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3936,7,9,32,36,0,113810.12,133.319651472888,46,676,82729.49,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5051,1,10,30,26,0,21760.96,90.4794924219203,69,714,89928.99,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7189,4,5,25,53,0,111307.98,78.0325014997841,52,787,0,2,"Female","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
6688,2,9,36,37,0,98646.22,98.2721647290426,59,539,127609.59,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6669,8,8,25,39,0,36051.46,133.514602065511,56,597,162532.14,3,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7417,3,1,17,28,2,151623.71,155.535541046417,62,477,125689.29,1,"Male","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3144,4,6,38,41,0,164549.74,57.6025149637787,57,634,0,2,"Male","High School","Active loan","Spain","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
9527,0,8,36,38,0,42669.37,71.9976278701937,90,645,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8501,2,9,24,31,0,170821.43,68.640677234112,60,646,126833.79,2,"Male","High School","Active loan","France","1","1","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
7178,5,10,23,33,0,10350.74,141.389539240469,55,618,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6871,9,8,33,40,0,73856.28,143.017668814464,61,740,0,2,"Female","High School","Active loan","France","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
9044,9,0,33,42,4,26327.42,79.8329936209556,52,701,0,2,"Female","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
7057,10,9,28,37,0,172097.95,188.70064486477,53,690,129189.15,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3415,6,8,34,29,0,87771.06,111.72221105623,62,595,150685.79,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8713,9,2,32,40,0,12757.14,146.735771038226,57,632,193354.86,1,"Male","High School","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6565,10,9,27,47,0,25482.62,174.189797663095,63,537,0,2,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
9577,7,1,31,45,2,9217.55,141.061625085329,81,493,129818.39,3,"Female","Postgraduate","Default risk","Germany","1","1","High Net Worth","Divorced","0",1,FALSE,TRUE,FALSE,1
3578,1,9,28,32,0,19998.31,63.7601587042828,70,646,0,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6344,6,10,33,38,0,140857.76,190.138713444144,43,673,95441.27,1,"Male","High School","Active loan","France","0","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
8879,4,8,36,30,0,16528.4,120.427996760356,84,790,0,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
9561,6,6,33,36,0,173016.46,61.9029316099349,80,640,0,1,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8531,5,8,29,58,0,86022.09,149.574932651711,61,649,152199.33,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5089,10,8,33,36,0,67599.69,158.429062357276,94,788,146602.25,1,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7763,7,9,26,42,0,32770.56,86.4907673862503,38,599,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4151,4,8,30,25,0,149922.38,145.250496637272,37,650,116954.32,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3541,10,4,28,38,0,171340.68,73.524295613099,59,513,123711.73,2,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
8693,3,6,35,57,0,93336.93,45.8369199685663,39,794,117056.46,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8149,6,10,36,60,0,131718.12,131.717261504329,62,800,0,2,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
9223,8,9,20,28,0,115916.55,60.3705748785138,75,696,101160.99,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9260,9,9,27,67,0,122373.42,121.96248298721,72,663,0,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
4162,5,9,22,27,0,61324.87,124.792991008374,73,774,0,2,"Female","High School","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7353,1,2,21,36,0,149912.28,103.523347952405,62,728,156948.41,1,"Male","High School","Active loan","France","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
7410,1,6,29,49,0,28415.36,164.41074884153,72,659,0,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8956,8,10,37,40,0,168780.04,94.5918954097708,55,749,0,2,"Male","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9197,7,9,28,46,0,27597.76,76.3114182998766,63,719,45408.85,2,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8919,5,8,32,46,0,26287.21,83.8574453065496,80,706,115309.75,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5217,8,6,30,29,0,172290.61,143.9484699029,71,554,0,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7698,6,9,35,39,0,163798.41,101.398830627344,79,785,125095.94,1,"Female","High School","No loan","France","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
4860,1,7,42,31,1,87310.59,98.0802893641804,73,678,0,2,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
4676,1,5,36,45,0,35633.15,81.4894072807817,80,705,102882.4,1,"Female","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
4821,7,2,24,24,0,37147.61,73.1119797771879,73,738,128736.39,1,"Female","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4202,2,10,26,37,0,8065,67.7129393070308,91,637,0,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3715,8,4,35,66,0,113796.15,101.597257686063,49,537,103291.25,2,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
3634,4,7,25,23,1,2002.5,257.484823680004,80,729,97495.8,2,"Female","Postgraduate","Active loan","Germany","0","1","High Net Worth","Divorced","0",0,TRUE,FALSE,FALSE,1
5535,2,0,32,34,2,103516.08,148.187240614907,52,697,123331.36,1,"Female","Other","Default risk","Germany","0","0","High Net Worth","Widowed","0",1,FALSE,FALSE,FALSE,0
6723,8,3,27,21,1,24847.02,93.2063785594248,58,723,0,2,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
6793,0,3,25,41,1,30546.4,175.362734591164,61,536,122889.88,1,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
5058,5,1,25,35,2,23920.65,93.6896909436671,59,599,137102.65,1,"Male","Postgraduate","Default risk","Spain","0","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3087,7,1,28,24,2,45482.04,79.0891748502807,52,754,0,2,"Female","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
8741,8,4,24,31,0,59346.4,91.2903653460998,47,689,136789.14,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
6440,3,9,34,31,0,65121.63,82.2966165751836,90,740,122501.28,2,"Female","University","No loan","France","0","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8548,9,10,28,34,0,187011.96,84.1040591615987,70,571,101861.36,2,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3690,0,10,22,63,0,197812.16,42.6760669867865,78,793,103729.79,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,TRUE,FALSE,1
6915,4,8,30,37,0,61240.87,144.286152576816,86,680,0,2,"Female","High School","No loan","Spain","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7170,3,6,34,54,0,156598.23,71.7400359544807,65,705,125889.3,3,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
8535,5,9,28,41,0,26543.28,212.642388512852,38,653,148159.71,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7594,6,6,19,47,0,57962.41,56.3157136116693,42,587,71026.77,1,"Male","High School","Active loan","Spain","0","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
6480,2,0,25,39,3,40721.24,241.839611613811,86,667,0,1,"Female","Other","Default risk","Spain","1","0","High Net Worth","Widowed","0",1,FALSE,TRUE,FALSE,1
3896,2,10,21,59,0,159483.76,82.8023824976635,81,783,0,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1,FALSE,TRUE,FALSE,1
8992,6,4,29,26,0,131211.86,81.6981362184923,66,594,135067.52,2,"Female","High School","Active loan","Germany","0","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
5763,3,2,22,26,0,119368.99,133.048355221472,43,677,102395.79,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3858,0,2,27,38,0,166144.98,99.3177242718785,73,620,86614.06,2,"Female","High School","Active loan","Germany","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
3984,2,3,42,38,1,164804.02,190.862957580593,78,748,0,2,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,TRUE,FALSE,FALSE,1
4834,2,7,21,48,1,74965.61,74.2491721475471,50,707,120782.7,2,"Male","Postgraduate","Active loan","Spain","0","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
8642,2,9,23,32,0,153662.88,32.5337546214024,67,659,155584.21,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8624,4,4,24,78,0,142566.75,91.4886885699757,61,649,68345.86,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
