"ID","X","Tenure","NetPromoterScore","TransactionFrequency","Age","ComplaintsCount","EstimatedSalary","AvgTransactionAmount","DigitalEngagementScore","CreditScore","Balance","NumOfProducts","Exited","Gender","EducationLevel","LoanStatus","Geography","HasCrCard","IsActiveMember","CustomerSegment","MaritalStatus","SavingsAccountFlag"
7556,3604,10,9,27,38,0,11525.72,112.593504490742,55,669,121858.98,1,0,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
8553,3605,7,8,36,34,0,70618,38.8936869312353,52,445,131082.17,2,0,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
5548,3606,1,2,20,34,0,60728.89,96.0287999711248,70,758,154139.45,1,0,"Female","High School","No loan","France","1","1","Affluent","Single","1"
4661,3607,9,10,30,20,0,118825.56,156.168058266029,73,535,134874.4,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
5818,3608,3,8,24,48,0,60017.46,88.276041485811,58,583,91246.53,1,1,"Male","University","No loan","France","1","0","Mass Market","Married","1"
9859,3609,9,5,29,28,0,93524.22,94.260985544937,53,469,96776.49,1,0,"Male","High School","Active loan","Spain","1","1","Affluent","Single","1"
6036,3610,8,3,28,33,1,45959.86,136.063023273597,59,733,102918.38,1,0,"Male","Postgraduate","Active loan","Spain","1","1","High Net Worth","Divorced","0"
5105,3611,10,8,38,38,0,95273.73,98.4244002959988,53,575,83727.68,1,0,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
6575,3612,4,0,26,58,3,6209.51,54.176372263351,41,612,149641.53,1,0,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0"
7530,3613,8,6,43,34,0,9217.92,103.892281166296,90,675,105057.33,1,0,"Male","High School","Active loan","France","1","1","Affluent","Single","0"
7436,3614,4,9,25,49,0,132801.57,100.603452198207,65,592,105082.07,2,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
7305,3615,5,8,28,45,0,185599.34,82.4559019244015,41,812,115730.71,3,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
7419,3616,5,9,24,28,0,175756.36,169.13007917553,52,445,119413.62,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
3640,3617,2,8,35,29,0,185630.76,33.910508590104,58,660,112367.34,1,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
7231,3618,3,10,30,43,0,190623.02,99.7156546199588,63,684,0,1,0,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
5574,3619,9,3,30,34,1,51999.5,77.7863191558433,55,617,0,2,0,"Male","High School","Active loan","France","1","0","Affluent","Single","1"
3568,3620,9,10,20,41,0,56246.69,109.750682730516,55,485,100254.76,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
4970,3621,10,8,37,40,0,125222.36,60.1331393626488,85,578,0,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
9390,3622,5,4,38,33,0,113845.19,47.5099471502557,63,705,144427.96,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
8460,3623,6,8,34,36,0,176692.87,85.0354924967637,64,789,0,2,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
8404,3624,7,8,34,37,0,58320.06,35.592138850499,56,719,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
5258,3625,9,8,28,29,0,15470.91,115.715046387202,53,646,105957.44,1,0,"Female","High School","No loan","Spain","1","0","Mass Market","Married","1"
4342,3626,9,4,27,29,0,150835.21,48.5441095582631,77,651,145294.08,2,0,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
9302,3627,3,10,35,37,0,167032.49,124.458790919763,52,594,111432.77,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
4816,3628,3,10,29,36,0,8282.22,108.455712744618,48,692,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
3457,3629,8,3,19,37,1,62424.46,104.386135724497,52,573,96471.2,2,0,"Male","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0"
3809,3630,10,5,28,33,0,192928.82,197.225121327749,79,710,118327.17,2,0,"Male","High School","Active loan","France","1","0","Affluent","Single","0"
4025,3631,3,1,36,32,2,157648.12,54.0270685620449,65,749,79523.13,1,0,"Female","Postgraduate","Default risk","Germany","0","1","High Net Worth","Divorced","0"
4344,3632,8,2,31,38,0,42862.82,136.657600867766,59,639,0,1,0,"Male","High School","No loan","France","1","0","Affluent","Single","1"
3505,3633,4,9,40,34,0,68255.88,87.714758642211,54,442,0,3,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
9458,3634,2,9,31,38,0,150468.35,62.9021747216731,64,487,75592.43,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
6725,3635,0,9,31,37,0,117023.08,162.4242288362,64,431,120764.08,1,0,"Male","High School","Active loan","France","1","1","Affluent","Single","0"
4629,3636,7,2,30,62,0,151411.5,101.749586660359,60,624,110053.62,2,0,"Male","High School","No loan","Spain","1","1","Affluent","Single","1"
5214,3637,1,3,30,30,1,47679.14,82.9094731723824,45,498,0,2,0,"Female","Postgraduate","Active loan","France","0","0","High Net Worth","Divorced","0"
3145,3638,6,8,23,37,0,85426.28,57.2434970995358,43,628,0,1,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
5914,3639,8,0,23,45,2,173464.43,145.584736400335,96,725,123815.86,1,1,"Male","Other","Default risk","Germany","0","0","High Net Worth","Widowed","0"
8734,3640,6,4,34,35,0,161519.77,41.0142798929835,49,745,97663.16,2,0,"Male","High School","Active loan","France","1","0","Affluent","Single","0"
4894,3641,4,8,28,35,0,77178.42,111.309173935102,40,667,121520.36,1,0,"Female","High School","Active loan","Germany","0","1","Affluent","Single","0"
6590,3642,2,10,27,31,0,63173.64,190.967206078412,61,690,171137.62,1,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
5830,3643,0,1,31,26,2,85983.54,31.7374856854449,47,584,146286.22,1,0,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
3763,3644,10,4,32,27,0,94544.88,56.8381662835301,55,712,0,1,0,"Male","High School","No loan","Germany","1","0","Affluent","Single","1"
3897,3645,6,3,43,52,1,48242.38,271.562042765569,55,471,71829.34,1,0,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
6322,3646,7,1,29,39,2,176962.31,83.3614256765574,50,520,122506.38,1,1,"Female","Postgraduate","Active loan","France","0","1","High Net Worth","Divorced","0"
6813,3647,4,10,24,51,0,5862.53,42.1107474752928,76,714,88308.87,3,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
3447,3648,4,6,26,49,0,21645.06,140.376322036179,63,503,0,1,0,"Female","High School","No loan","Spain","1","1","Affluent","Single","1"
9429,3649,3,5,31,40,0,74858.3,55.0901152141366,42,635,123497.58,1,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
7092,3650,9,10,32,40,0,27979.16,85.7274671481277,38,679,110829.52,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
7004,3651,10,9,24,46,0,38967.29,75.3083637051033,34,638,124445.52,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
5836,3652,6,10,29,33,0,127558.26,127.147502125311,62,516,121898.82,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
7306,3653,3,1,38,35,2,45026.23,199.409969227677,54,543,0,2,0,"Female","Postgraduate","Default risk","Germany","0","1","High Net Worth","Divorced","0"
7946,3654,7,3,28,38,1,168186.11,28.5987747109086,53,779,0,2,0,"Female","Postgraduate","Active loan","Spain","1","1","High Net Worth","Divorced","0"
9606,3655,6,6,29,60,0,31907.44,110.932952959901,56,662,96956.1,1,1,"Female","University","No loan","France","1","0","Mass Market","Married","1"
9411,3656,8,1,30,41,2,159553.27,108.646172437243,68,837,121558.46,1,0,"Female","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0"
8412,3657,1,4,26,31,0,102566.46,70.1875324353623,31,574,135392.31,1,1,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
9232,3658,4,0,37,39,3,186275.7,69.2424834958823,57,512,0,1,0,"Female","Other","Default risk","France","1","0","High Net Worth","Widowed","0"
3278,3659,1,5,19,58,0,78899.22,39.0301645990042,28,627,132759.8,1,0,"Male","High School","Active loan","Spain","1","0","Affluent","Single","1"
7670,3660,9,0,44,34,3,49405.93,194.107734630884,66,701,92930.92,2,0,"Male","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0"
8224,3661,4,10,29,40,0,115800.1,135.122028677334,61,710,77270.08,1,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
9969,3662,2,8,22,32,0,67972.45,122.751049093463,38,782,0,2,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
9705,3663,10,2,42,51,0,98820.09,427.636077194665,61,736,100954.88,2,0,"Female","High School","No loan","France","0","0","Affluent","Single","1"
3081,3664,5,10,44,40,0,194890.33,189.690520114899,26,698,120233.83,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
8974,3665,9,2,29,73,0,124749.08,132.605165598244,52,592,0,2,0,"Female","High School","No loan","Spain","1","1","Affluent","Single","1"
6367,3666,5,5,38,35,0,189543.19,190.499379506163,79,508,136857,1,0,"Male","High School","Active loan","Germany","0","0","Affluent","Single","0"
3573,3667,3,10,22,62,0,11199.04,140.024462161156,70,546,0,1,1,"Male","University","No loan","France","0","0","Mass Market","Married","1"
8539,3668,1,9,32,26,0,106799.49,81.7003119201088,47,702,0,1,0,"Female","University","No loan","Spain","0","0","Mass Market","Married","1"
8610,3669,9,9,32,36,0,81062.93,143.604850887759,66,453,127637.92,1,0,"Female","University","No loan","France","0","1","Mass Market","Married","1"
3431,3670,3,2,33,38,0,126702.41,164.225389793712,55,778,145018.49,2,0,"Male","High School","No loan","France","1","1","Affluent","Single","1"
4102,3671,9,8,28,38,0,163666.85,80.548551921296,53,624,0,2,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
8069,3672,7,5,31,42,0,186418.85,200.152262676364,52,690,92578.14,2,0,"Female","High School","No loan","France","0","0","Affluent","Single","1"
6107,3673,7,3,32,36,1,80619.09,160.421795173325,47,660,0,1,0,"Female","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0"
5728,3674,6,9,27,26,0,168834.38,140.453467093843,72,567,165947.99,2,0,"Female","High School","No loan","France","1","0","Affluent","Single","1"
5632,3675,10,7,30,76,0,176244.87,84.2412556503826,73,561,95052.29,1,0,"Female","High School","No loan","Germany","1","0","Mass Market","Married","1"
7536,3676,9,10,32,31,0,84126.75,64.8626902821986,47,790,0,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
5202,3677,2,2,29,57,0,158948.63,97.4516684633462,67,525,145965.33,2,0,"Female","High School","No loan","Spain","0","1","Affluent","Single","1"
6252,3678,7,10,40,37,0,42442.21,235.33139046197,75,619,81733.74,2,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
8640,3679,8,8,24,33,0,10921.5,50.8175634011176,35,552,140931.57,1,0,"Male","University","No loan","France","0","1","Mass Market","Married","1"
8484,3680,4,9,32,32,0,17439.66,213.178258366494,46,496,0,2,0,"Female","High School","No loan","France","1","0","Mass Market","Married","1"
4035,3681,9,6,29,37,0,10511.13,109.258127543903,71,617,0,2,0,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
4401,3682,3,9,29,41,0,132719.8,60.0402444012408,43,627,0,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
5196,3683,9,8,36,38,0,57600.66,114.717097434635,53,608,102406.76,1,0,"Female","University","No loan","Spain","0","0","Mass Market","Married","1"
3664,3684,5,9,39,42,0,149097.38,90.9719716070855,87,479,0,3,1,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
5391,3685,3,4,21,40,0,144345.58,95.1807757834822,73,506,0,1,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
4146,3686,9,3,27,32,1,17622.82,168.98324315793,55,705,110941.93,2,0,"Male","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0"
8113,3687,2,3,37,25,1,10921.5,146.626437596976,38,433,0,2,0,"Male","Postgraduate","Active loan","Spain","1","1","High Net Worth","Divorced","0"
3753,3688,2,4,23,44,0,96590.39,117.806082182927,83,783,127539.3,1,1,"Female","High School","Active loan","Germany","0","1","Affluent","Single","0"
7496,3689,8,1,34,35,2,86678.48,119.087209220112,59,661,83600.24,1,0,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
7934,3690,6,10,28,42,0,88890.05,84.1392673624673,61,667,0,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
8097,3691,8,3,35,30,1,6723.66,58.7611266045797,52,642,134497.27,2,0,"Male","Postgraduate","Active loan","France","0","0","High Net Worth","Divorced","0"
8461,3692,4,9,33,36,0,197015.2,107.803193993453,72,632,0,1,0,"Male","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0"
6407,3693,10,0,23,34,2,194138.36,47.966508538221,61,846,142388.61,1,1,"Female","Other","Default risk","France","0","1","High Net Worth","Widowed","0"
8075,3694,10,8,32,39,0,74637.57,77.6275148937603,53,596,69413.44,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
5386,3695,1,8,29,30,0,142940.39,187.875560097011,44,617,132005.77,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
7787,3696,6,8,30,34,0,149602.54,168.357541530995,64,678,0,2,0,"Male","University","No loan","France","0","1","Mass Market","Married","1"
6465,3697,10,9,28,35,0,82951.12,150.746595445985,67,721,113546.3,1,0,"Female","High School","No loan","Germany","1","1","Mass Market","Married","1"
7814,3698,9,10,35,44,0,53294.17,163.30730835104,83,617,198546.1,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
7947,3699,3,10,27,34,0,65257.57,93.155385965622,65,684,151218.98,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
5561,3700,3,9,22,43,0,55803.96,141.929311574344,71,539,116220.5,3,1,"Female","High School","No loan","Germany","1","0","Affluent","Single","1"
9469,3701,8,2,29,27,0,13221.25,46.4467889574608,43,678,0,2,0,"Female","High School","No loan","Spain","1","1","Affluent","Single","1"
8065,3702,0,2,34,48,0,132770.11,111.000173817138,54,660,0,2,1,"Female","High School","Active loan","France","0","1","Affluent","Single","1"
6453,3703,7,8,31,55,0,73562.05,124.565000567955,51,434,12459.19,1,1,"Male","University","No loan","France","0","1","Mass Market","Married","1"
7737,3704,4,7,30,73,1,172674.36,208.077822035267,72,517,0,2,1,"Female","Postgraduate","Active loan","Spain","0","0","High Net Worth","Divorced","0"
6608,3705,10,4,34,36,0,83978.86,201.907341284072,75,754,122314.39,1,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
4044,3706,7,4,35,34,0,166324.79,132.113220343362,50,718,108760.27,2,1,"Male","High School","Active loan","Germany","0","0","Affluent","Single","0"
8047,3707,3,10,30,63,0,144727.45,41.6895235185471,45,475,127585.98,3,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1"
6041,3708,4,4,36,26,0,149814.68,164.464549802684,63,573,129109.02,2,1,"Female","High School","Active loan","France","0","0","Affluent","Single","0"
3343,3709,6,4,31,38,0,78770.86,178.765197591244,56,744,0,2,0,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
7805,3710,2,9,37,62,0,165702.64,59.1182386612375,55,550,0,1,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
5628,3711,9,8,37,49,0,145765.83,51.7995774994972,63,658,123105.88,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
5042,3712,7,10,22,44,0,112333.22,119.29538018228,11,585,92474.05,2,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
4462,3713,8,2,35,45,0,130009.85,79.3920622638327,58,519,0,1,1,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Single","1"
4477,3714,5,8,32,39,0,180962.32,68.330720122735,59,727,0,2,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
7474,3715,4,10,34,36,0,93203.43,145.187056600703,47,611,125879.29,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
5496,3716,1,10,32,36,0,102747.02,190.862957580593,71,725,0,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
9498,3717,9,8,27,36,0,52545.24,113.857481635939,75,529,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
7270,3718,3,4,34,45,0,48466.89,118.052706501272,63,679,147813.05,1,0,"Male","High School","Active loan","France","1","0","Affluent","Single","0"
4058,3719,10,8,33,36,0,171045.35,87.6248198986964,46,663,0,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
4000,3720,1,7,28,28,0,40321.87,88.8783429118071,40,695,103033.83,1,0,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
8574,3721,1,1,32,36,2,126396.01,96.2988502307968,72,615,106506.77,1,0,"Female","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0"
5714,3722,0,7,23,47,0,38798.79,154.894622452576,42,655,126597.89,2,1,"Female","High School","No loan","Germany","1","1","Affluent","Single","1"
8079,3723,7,4,24,31,0,35611.35,54.6615545460119,72,664,0,1,0,"Male","High School","No loan","France","0","1","Affluent","Single","1"
8130,3724,3,2,23,49,0,50123.44,70.535687821024,62,739,0,2,0,"Male","High School","Active loan","Spain","0","0","Affluent","Single","0"
4399,3725,3,9,31,49,0,161242.99,60.6983760014387,73,635,0,1,1,"Female","University","No loan","France","0","1","Mass Market","Married","1"
9627,3726,1,10,34,57,0,17298.72,120.337686277481,40,720,162082.31,4,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
7837,3727,6,4,30,48,0,22374.97,74.8586856278092,46,549,79932.41,1,0,"Female","High School","Active loan","Spain","1","0","Affluent","Single","0"
3534,3728,4,7,27,30,1,22929.08,228.814879673541,68,656,74323.2,1,0,"Female","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0"
5564,3729,2,10,26,47,0,65636.92,55.177911980864,67,807,136202.78,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
3864,3730,2,10,26,48,0,32202.61,85.7615841877802,94,491,116121.84,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
4423,3731,1,4,26,28,0,177834.79,127.542970842877,49,613,161592.76,1,0,"Female","High School","Active loan","Spain","0","0","Affluent","Single","0"
8000,3732,2,10,37,34,0,160249.1,87.4165489954828,74,688,117808.74,2,0,"Female","High School","Active loan","Germany","0","1","Affluent","Single","0"
8479,3733,9,1,29,25,2,93524.22,109.955319390056,63,795,130862.43,1,0,"Female","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0"
3246,3734,5,6,34,44,0,117356.14,48.1476619457464,85,655,0,1,0,"Male","High School","Active loan","France","0","1","Affluent","Single","0"
7412,3735,6,10,25,30,0,194010.12,68.5205102574228,65,757,161378.02,1,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
6112,3736,8,4,32,35,0,43036.6,165.78372914026,36,744,102251.57,2,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
3244,3737,2,10,18,31,0,25183.01,128.255915055151,61,653,96659.64,2,0,"Male","University","No loan","Germany","0","0","Mass Market","Married","1"
7179,3738,5,9,23,48,0,83753.64,40.4791713458185,65,719,0,2,0,"Female","High School","Active loan","France","0","0","Affluent","Single","0"
4330,3739,1,0,38,35,4,52471.36,138.810018157417,62,663,0,2,0,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0"
7342,3740,5,5,30,31,0,25722.28,79.7162765017443,50,529,152310.55,1,0,"Female","High School","Active loan","France","1","0","Affluent","Single","1"
9649,3741,8,10,32,28,0,99086.74,109.997845567872,47,759,0,1,0,"Male","University","No loan","Spain","1","1","Mass Market","Married","1"
4027,3742,6,8,38,27,0,27654.44,43.1680299824031,47,578,125427.37,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
5690,3743,8,8,36,33,0,13848.58,389.397783639997,46,753,95668.82,2,0,"Male","University","No loan","Spain","0","0","Mass Market","Married","1"
4574,3744,9,1,31,68,2,175657.55,152.158444591256,60,577,0,1,0,"Male","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0"
9401,3745,6,9,22,37,0,175025.27,135.966450851661,80,572,0,1,0,"Female","University","No loan","Germany","0","1","Mass Market","Married","1"
9603,3746,5,10,35,34,0,136540.09,103.782812286364,61,618,134954.53,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3127,3747,7,5,36,42,0,56650.47,57.7966675169859,49,707,133313.34,1,0,"Male","High School","Active loan","Spain","1","1","Affluent","Single","1"
3716,3748,5,6,34,35,0,51112.8,105.613542286108,58,622,0,2,0,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
3402,3749,4,8,29,36,0,6089.13,54.2213565491014,55,597,157780.93,1,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
7028,3750,3,10,30,35,0,81483.64,55.6955141369809,53,784,0,2,0,"Female","University","No loan","Spain","0","1","Mass Market","Married","1"
9367,3751,6,6,26,42,0,65089.38,99.2233396585682,74,670,112333.63,1,0,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
4805,3752,4,10,26,41,0,140759.03,128.245042845166,72,731,0,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
8421,3753,0,4,42,37,0,178153.65,55.2389104285482,57,547,0,1,0,"Female","High School","Active loan","Spain","0","1","Affluent","Single","0"
4016,3754,7,10,28,33,0,30314.04,67.51960657467,67,596,121907.97,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
4749,3755,8,8,30,44,0,149756.71,51.1772911513687,40,645,113755.78,1,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
9909,3756,7,10,30,37,0,4082.52,138.951398051389,50,502,0,2,0,"Male","University","No loan","France","0","1","Mass Market","Married","1"
3266,3757,9,9,29,42,0,110265.24,228.955877873366,45,493,67178.19,1,1,"Male","University","No loan","France","1","0","Mass Market","Married","1"
7096,3758,5,0,30,49,4,157166.79,321.011873143571,43,644,73348.56,1,1,"Male","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0"
8305,3759,9,10,37,27,0,46786.92,216.035768550057,54,636,128940.24,1,0,"Female","University","No loan","France","0","1","Mass Market","Married","1"
3693,3760,4,3,26,29,1,180066.59,158.446552196211,56,742,121376.15,2,0,"Female","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0"
5433,3761,4,8,36,34,0,99128.13,152.125183573979,70,711,0,2,0,"Male","University","No loan","Spain","1","1","Mass Market","Married","1"
3057,3762,1,3,31,40,1,173899.42,88.9522519588981,35,524,87894.26,1,1,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0"
6383,3763,6,8,28,43,0,137565.87,28.4954593396598,26,648,127146.68,1,0,"Male","High School","No loan","Germany","0","0","Affluent","Single","1"
8390,3764,3,6,33,62,0,195167.38,45.1501471947758,65,640,0,1,0,"Male","High School","Active loan","Spain","1","1","Affluent","Single","0"
3094,3765,4,4,28,43,0,73856.28,73.0628466218908,58,633,114552.6,1,1,"Male","High School","Active loan","Spain","1","0","Affluent","Single","0"
6986,3766,3,2,30,45,0,183540.22,71.0279185327774,76,436,104339.11,2,1,"Male","High School","No loan","France","1","1","Affluent","Single","1"
4098,3767,1,3,30,33,1,182960.46,115.401878310838,39,782,0,1,1,"Female","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0"
7245,3768,4,8,27,41,0,160607.06,139.236006455693,43,601,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
6938,3769,6,3,31,41,1,35230.61,59.4017099376357,67,601,0,2,0,"Female","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0"
9874,3770,10,9,35,42,0,149892.79,181.81556045916,49,509,188241.05,1,0,"Male","University","No loan","Spain","0","0","Mass Market","Married","1"
5713,3771,5,9,30,48,0,92816.86,122.878877863006,70,717,0,1,0,"Female","University","No loan","Spain","0","1","Mass Market","Married","1"
3954,3772,7,6,27,28,0,163331.65,63.1337413791273,48,644,136202.78,1,0,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
5486,3773,7,10,31,52,0,109688.82,42.2012439792577,60,707,0,1,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
8927,3774,7,0,25,28,3,196853.11,75.1934947403367,69,535,160376.61,1,0,"Male","High School","Active loan","France","0","0","Affluent","Single","0"
8764,3775,6,9,41,47,0,171774.5,79.0066763460349,97,590,123401.43,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
8335,3776,8,9,40,29,0,141075.51,99.4480028115418,60,635,138296.94,1,0,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
8572,3777,2,8,23,52,0,129013.59,234.007957043767,64,559,0,1,1,"Male","High School","Active loan","Spain","1","0","Affluent","Single","1"
8939,3778,9,10,23,33,0,171039.56,111.959779370531,51,850,0,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
9448,3779,5,10,31,31,0,122584.29,61.8516765907432,40,756,101641.14,2,0,"Female","University","No loan","France","0","1","Mass Market","Married","1"
3750,3780,1,10,32,37,0,118716.63,125.882635161599,65,663,155303.71,1,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
4095,3781,3,10,33,39,0,132975.39,371.791684393856,99,445,122568.05,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
3034,3782,3,4,33,44,0,78439.73,68.196033779495,67,749,180307.73,2,0,"Female","High School","Active loan","France","0","1","Affluent","Single","0"
6613,3783,2,7,29,41,0,159334.93,136.474031798263,70,626,77641.99,1,1,"Male","High School","Active loan","Spain","0","0","Affluent","Single","0"
7672,3784,5,2,27,30,0,161388.22,49.8514879958463,76,637,0,2,0,"Female","High School","No loan","France","0","1","Affluent","Single","1"
3292,3785,8,8,25,62,0,121102.9,209.374046107782,26,418,137727.34,1,0,"Female","High School","Active loan","Germany","0","1","Affluent","Single","0"
5412,3786,2,2,24,39,0,131647.31,81.6453897639757,54,547,95020.8,3,1,"Male","High School","No loan","Germany","1","1","Affluent","Single","1"
9166,3787,7,1,27,39,2,193878.51,55.5939998139116,67,719,115141.18,1,0,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0"
7420,3788,3,9,36,34,0,72462.25,63.0385835337721,52,833,144751.81,2,0,"Female","High School","Active loan","France","0","0","Affluent","Single","1"
3609,3789,6,10,34,36,0,12186.83,92.8252935783817,70,724,94615.11,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
9538,3790,4,8,27,55,0,45424.13,69.6297367012433,63,773,0,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
6908,3791,6,8,47,50,0,184017.98,95.4135783762903,53,679,132598.38,2,0,"Female","High School","No loan","Germany","1","0","Mass Market","Married","1"
3342,3792,8,9,32,19,0,69428.79,51.3969673876841,64,595,131081.66,2,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
6087,3793,7,9,34,41,0,32430.94,63.5734478218454,48,747,0,1,1,"Male","High School","No loan","Spain","1","0","Mass Market","Married","1"
8706,3794,0,2,27,37,0,199693.84,128.988232161208,57,850,122506.38,1,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1"
7458,3795,3,10,24,47,0,166677.54,55.45658133422,80,714,103560.57,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
4969,3796,8,10,27,31,0,158313.87,112.579116257999,66,642,114415.84,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
8767,3797,5,9,23,51,0,1591.19,113.897410130389,51,805,116585.97,1,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
