"ID","Exited","Age","IsActiveMember","Geography","Balance","Gender","NumOfProducts"
3692,0,63,1,"Spain",129968.67,"Female",1
4229,0,38,1,"France",141581.71,"Female",2
7351,1,57,0,"France",148384.64,"Female",1
6561,1,48,0,"Germany",106396.48,"Male",1
5772,0,35,0,"Spain",95053.1,"Male",1
7397,0,46,1,"Spain",157597.61,"Female",1
7512,0,63,1,"Germany",170291.22,"Male",2
7797,0,35,0,"France",150555.83,"Male",1
3644,0,66,1,"Germany",111577.01,"Female",1
9687,1,39,1,"France",165363.31,"Male",2
7857,0,80,1,"Spain",0,"Male",2
3699,1,54,0,"Spain",108755,"Male",1
7735,0,37,0,"France",53573.18,"Female",1
3355,0,25,0,"France",116121.67,"Male",1
3650,0,43,0,"Germany",153880.15,"Female",1
3133,1,35,1,"Germany",99165.84,"Male",1
6132,0,44,0,"France",122168.65,"Male",2
9545,0,38,0,"France",104405.54,"Female",2
3330,1,50,1,"Spain",65269.23,"Female",1
4776,0,40,1,"Germany",98955.87,"Male",1
9967,0,32,0,"France",133060.63,"Female",2
6779,0,50,1,"France",90305.76,"Female",1
4626,0,33,0,"Germany",96926.12,"Male",2
6895,0,43,1,"Spain",137464.04,"Female",2
7282,0,49,0,"Germany",0,"Female",1
3939,0,56,0,"France",0,"Male",2
6405,0,38,0,"Spain",156067.05,"Male",1
8203,0,36,1,"Germany",92310.54,"Male",1
3417,0,25,1,"Spain",82931.85,"Female",1
5234,0,32,1,"France",75170.54,"Female",1
6266,1,58,1,"France",0,"Female",1
6331,0,48,1,"France",161434.36,"Male",2
5725,0,30,1,"Germany",127237.25,"Male",2
9205,0,35,0,"France",133087.76,"Male",1
8915,1,60,0,"Spain",0,"Male",1
7579,0,39,1,"France",160541.36,"Male",2
5380,0,37,1,"Spain",175534.78,"Male",1
9953,0,24,0,"France",114948.76,"Female",2
9865,0,62,0,"Spain",0,"Female",2
3888,0,44,1,"France",134066.1,"Female",2
7164,0,37,1,"Germany",167395.6,"Female",2
7899,0,39,0,"Spain",82255.51,"Male",2
3255,0,38,1,"France",117687.35,"Male",1
7688,1,57,0,"Germany",137301.87,"Female",1
5066,0,29,1,"Germany",130036.21,"Female",2
9747,0,69,0,"Germany",95448.32,"Male",2
7609,1,56,0,"France",157624.84,"Female",1
9278,0,38,1,"France",77919.78,"Male",1
7111,0,36,0,"Spain",90757.64,"Male",2
4563,0,26,0,"France",119009.57,"Female",1
3510,0,21,0,"Germany",0,"Male",2
5497,1,42,0,"France",133701.07,"Male",2
6629,1,44,0,"France",136836.49,"Female",1
9590,1,51,1,"Germany",97750.07,"Male",2
8593,0,35,0,"France",156687.1,"Male",1
4810,1,39,0,"Germany",0,"Female",2
8327,0,30,0,"Germany",76408.85,"Female",2
8471,0,31,1,"France",150593.59,"Male",2
3023,0,29,0,"Germany",0,"Female",1
8636,1,46,1,"Spain",0,"Female",2
5388,0,42,0,"France",105435.74,"Female",1
8447,0,51,1,"Spain",193213.02,"Female",1
9690,1,66,0,"Germany",156674.2,"Female",1
7921,1,50,1,"Spain",55853.33,"Male",2
3348,0,42,1,"Spain",171646.76,"Female",2
7073,1,36,0,"Germany",126306.64,"Male",3
9548,0,26,0,"Germany",0,"Female",1
9045,0,33,1,"Germany",166685.92,"Female",2
3681,0,30,1,"France",112543.42,"Male",1
4640,1,46,0,"France",46870.43,"Female",4
7094,0,43,0,"France",110153.27,"Female",2
7845,1,44,0,"Spain",0,"Female",1
8776,0,33,0,"France",140956.99,"Male",1
9510,0,73,1,"France",0,"Male",2
3619,1,44,0,"France",148595.55,"Male",1
7038,0,32,0,"Germany",119023.28,"Female",1
9420,1,37,0,"France",75150.34,"Male",4
5427,0,31,1,"France",117992.59,"Female",1
4538,0,55,1,"France",0,"Female",1
6395,0,38,0,"Spain",168190.33,"Male",2
6026,0,51,1,"France",118537.47,"Male",1
7871,0,34,1,"France",120777.88,"Female",1
4583,0,28,0,"Germany",142574.71,"Male",2
3237,0,19,0,"France",97445.49,"Female",2
3118,0,50,0,"Germany",63763.49,"Male",2
5206,0,44,1,"France",124548.99,"Male",2
7692,0,32,0,"France",149887.49,"Male",2
4649,0,32,1,"France",82794.18,"Male",1
5609,1,44,1,"Germany",131593.85,"Female",1
7531,0,34,0,"France",139064.06,"Male",2
9640,0,26,1,"Spain",153545.11,"Male",1
7337,0,38,1,"France",105069.98,"Male",2
9341,0,34,0,"Germany",158713.08,"Male",2
9558,0,21,0,"France",0,"Female",2
6250,1,22,1,"Spain",83287.05,"Male",2
8368,1,33,0,"France",0,"Male",3
3282,0,34,0,"Germany",95900.04,"Male",1
8888,0,63,1,"France",97009.15,"Male",1
7435,1,40,1,"Germany",117494.27,"Male",1
6623,1,33,0,"France",130588.82,"Male",1
8721,0,32,0,"Germany",78992.75,"Male",2
4013,0,24,0,"France",140453.91,"Female",1
4951,0,28,0,"France",179960.2,"Male",2
4298,1,22,0,"Spain",0,"Female",2
5853,0,50,0,"France",90408.16,"Female",1
7017,0,28,1,"Germany",32197.64,"Female",1
8018,0,56,1,"Spain",133903.12,"Male",1
8334,0,45,0,"France",81828.22,"Female",1
8789,0,40,0,"France",143292.95,"Male",1
6396,0,25,0,"France",130929.02,"Male",1
8684,0,48,0,"Spain",0,"Female",1
5090,0,72,1,"Spain",124978.19,"Male",2
4688,0,32,1,"France",146605.27,"Male",1
8708,0,48,1,"Germany",139106.19,"Female",1
3557,1,45,0,"France",111257.59,"Female",2
5282,0,29,0,"France",98400.61,"Male",1
6969,0,34,0,"Spain",94901.09,"Female",1
3597,0,29,0,"Germany",93460.47,"Female",1
9011,0,39,0,"Germany",108055.1,"Male",2
7951,0,49,1,"Spain",80816.45,"Female",1
4266,1,48,0,"Germany",0,"Female",2
4179,0,41,1,"Germany",104405.54,"Male",3
3972,1,61,1,"Spain",0,"Male",1
5404,0,35,1,"Spain",81844.91,"Female",2
5277,0,69,1,"Spain",0,"Male",2
5525,0,26,1,"Spain",168522.37,"Female",1
9060,0,29,0,"France",71264.02,"Male",2
8946,0,60,1,"France",107548.94,"Male",1
9505,0,25,1,"Germany",97738.97,"Male",2
8703,0,38,0,"Germany",0,"Male",1
6817,0,33,1,"France",0,"Female",1
5884,0,35,1,"Germany",109949.05,"Male",2
9990,1,48,0,"France",118317.27,"Male",4
8540,0,28,0,"Spain",106425.75,"Male",2
7633,0,33,1,"Germany",152143.89,"Male",1
5259,0,23,1,"France",130056.23,"Female",1
4473,0,44,1,"France",92436.86,"Female",1
3208,0,40,0,"France",167181.01,"Male",3
9279,0,31,1,"Germany",89696.84,"Male",2
7994,0,39,1,"Germany",127278.31,"Female",1
8238,1,45,0,"Germany",135643,"Male",1
7648,0,35,1,"Spain",137179.39,"Male",1
4520,0,60,0,"France",84102.11,"Female",2
5054,0,46,0,"France",117289.92,"Female",1
8400,0,28,1,"France",160454.15,"Male",2
9395,0,33,0,"Germany",118897.1,"Female",2
5297,1,40,0,"Germany",164948.98,"Male",2
4944,0,49,0,"France",80001.23,"Male",1
4449,1,38,1,"Germany",137755.76,"Female",1
8499,0,40,1,"France",137389.77,"Male",2
8058,0,29,0,"Spain",0,"Female",1
9112,0,32,0,"Spain",76087.98,"Male",1
4628,0,44,0,"France",161887.81,"Female",2
7919,1,54,0,"Germany",116726.22,"Male",1
7519,1,42,0,"Germany",107104.5,"Male",2
9838,0,45,0,"Germany",101609.77,"Male",1
8633,1,35,1,"France",144606.22,"Female",1
6572,0,67,1,"Germany",113978.97,"Male",2
5400,0,41,0,"France",124182.21,"Male",1
9228,0,24,1,"France",0,"Female",1
8261,1,51,0,"France",148222.65,"Male",1
4876,0,38,0,"Spain",104349.45,"Male",1
4440,1,27,0,"France",109349.29,"Male",1
8148,0,30,1,"Spain",97495.8,"Male",2
7434,1,54,0,"France",187997.15,"Female",1
8189,0,34,1,"Spain",117451.47,"Female",1
7888,0,55,1,"France",75225.53,"Female",1
7116,0,67,1,"Spain",130652.52,"Female",1
3184,0,66,1,"Germany",159732.02,"Male",1
9555,1,47,0,"France",138456.03,"Male",1
9262,1,47,0,"Spain",103108.8,"Female",1
9753,0,40,1,"France",114005.78,"Male",1
6771,1,30,1,"Spain",119370.11,"Female",1
5193,0,42,0,"France",148326.09,"Female",2
7643,0,27,1,"France",127992.25,"Female",1
4670,0,34,0,"France",124314.45,"Female",1
3053,0,48,0,"France",176024.05,"Male",2
4945,0,30,0,"Germany",91057.37,"Female",2
8417,0,29,0,"Spain",145127.85,"Male",1
9066,1,30,0,"France",102258.11,"Female",1
8453,1,42,0,"France",0,"Male",2
4077,1,57,1,"France",123356.63,"Female",4
8127,0,41,0,"France",167545.32,"Female",1
4572,1,31,0,"France",0,"Female",1
4580,0,37,0,"Germany",124513.66,"Female",2
5197,0,31,0,"France",106596.29,"Female",1
3895,1,45,0,"Spain",57784.22,"Female",1
7370,0,38,1,"Germany",135290.42,"Female",2
5597,0,50,0,"Spain",0,"Female",2
6664,0,38,1,"France",140691.08,"Female",2
8290,1,40,0,"France",129248.11,"Male",2
7689,0,44,0,"France",58781.76,"Female",1
7495,0,18,0,"Spain",187530.66,"Female",2
6634,0,38,0,"Germany",96408.98,"Female",1
5102,1,32,1,"Germany",0,"Female",1
6535,1,47,0,"France",175477.15,"Female",1
8515,0,35,1,"Germany",121968.11,"Male",1
7872,1,40,0,"France",99282.63,"Male",1
8322,0,44,1,"France",130051.66,"Female",1
3275,0,33,0,"Spain",144637.86,"Female",1
6734,0,38,0,"France",167735.69,"Male",2
8125,1,36,1,"France",0,"Male",1
3702,0,36,1,"Germany",65349.71,"Male",1
7505,0,44,1,"Germany",0,"Male",2
6232,1,35,1,"France",0,"Male",1
9957,1,42,0,"France",109922.61,"Male",1
4590,1,56,0,"Germany",111920.13,"Female",1
6605,0,33,1,"Spain",92855.02,"Female",1
4591,0,43,1,"France",176134.54,"Male",1
6808,0,40,0,"France",160272.27,"Male",1
6256,0,23,0,"Germany",0,"Male",1
7464,0,29,0,"Germany",129177.01,"Female",1
9744,0,35,0,"France",118274.71,"Male",1
6732,0,25,1,"Spain",0,"Female",2
6057,1,31,1,"Germany",154586.92,"Male",2
5516,0,47,0,"Spain",153137.74,"Male",1
7389,0,45,0,"Spain",191775.65,"Female",1
4903,0,42,1,"Spain",95386.82,"Female",1
6881,0,29,1,"Spain",139799.63,"Female",2
6025,0,36,0,"France",138740.24,"Female",2
9416,1,56,0,"France",0,"Male",2
8365,0,34,1,"France",137390.11,"Male",2
7733,0,32,1,"Spain",187487.63,"Male",1
3461,0,32,0,"France",145303.52,"Male",1
4292,0,31,0,"France",79340.95,"Female",1
6345,1,31,0,"France",122724.37,"Female",1
8440,0,36,1,"France",155423.17,"Male",1
5534,0,36,1,"France",147137.74,"Male",1
8556,1,50,1,"Germany",92895.56,"Female",1
8952,0,48,0,"Germany",122388.38,"Female",2
8355,0,32,1,"Spain",147506.25,"Male",1
3248,0,40,1,"Germany",106648.98,"Male",1
9719,1,38,0,"Germany",105435.74,"Female",1
3536,0,41,1,"Spain",145605.44,"Male",1
4930,0,26,1,"Germany",106198.5,"Male",1
9358,0,27,1,"Germany",96129.32,"Female",1
6411,0,37,0,"Germany",0,"Male",1
4875,1,35,0,"France",144855.34,"Female",2
6948,0,40,1,"France",0,"Female",1
6293,0,23,1,"Germany",81231.85,"Male",2
7699,0,33,0,"Spain",113546.3,"Male",1
8197,0,41,0,"Germany",137742.9,"Female",2
4798,0,36,1,"Germany",121263.62,"Female",1
6110,1,52,1,"France",0,"Male",1
3412,0,27,1,"France",113308.84,"Male",1
7128,0,35,0,"France",151290.16,"Female",1
3091,0,29,0,"France",158351.02,"Male",2
9626,0,31,0,"France",97544.29,"Male",1
4152,1,27,1,"France",0,"Female",2
6648,0,25,1,"France",129646.91,"Male",1
3892,0,43,1,"France",46323.57,"Female",1
8641,0,36,0,"Germany",158584.28,"Male",1
4497,1,37,1,"Spain",104848.68,"Male",1
9712,1,36,1,"Germany",98088.09,"Female",1
9915,0,33,1,"France",113913.53,"Female",1
5878,0,34,1,"Spain",170600.78,"Male",1
4995,0,39,0,"Spain",140553.46,"Female",1
5069,1,63,0,"Germany",81245.79,"Female",1
5253,0,54,1,"Spain",133476.09,"Male",1
7849,0,26,0,"Spain",0,"Male",1
3943,1,51,1,"Germany",97565.74,"Male",1
6902,0,34,0,"Germany",94682.56,"Male",2
8120,0,37,0,"Germany",95853.39,"Male",2
9940,0,38,1,"France",138131.34,"Male",1
9226,0,31,0,"Spain",157559.59,"Female",1
6368,1,53,1,"Germany",0,"Female",1
5630,0,33,1,"Spain",113308.84,"Female",1
5221,0,55,1,"France",0,"Female",2
4595,1,47,1,"Germany",102085.72,"Female",1
6555,0,40,1,"Spain",61297.05,"Male",2
4338,0,41,0,"France",86891.84,"Female",1
4624,0,42,1,"France",165149.13,"Male",2
5014,0,49,1,"France",165692.91,"Male",1
7610,0,43,0,"Spain",0,"Male",1
5746,0,39,0,"France",165149.13,"Female",1
4332,0,44,1,"Germany",185932.18,"Male",2
3189,0,26,1,"Germany",116244.14,"Male",2
3635,0,32,1,"Germany",108601,"Male",1
7441,0,49,1,"France",154863.15,"Male",1
3388,1,39,0,"France",0,"Male",1
5300,0,61,1,"France",164523.5,"Male",2
7430,1,50,1,"Spain",0,"Female",1
4503,1,35,0,"France",90371.09,"Male",1
7165,0,31,0,"France",122314.39,"Female",2
6482,0,35,1,"Germany",82453.96,"Female",2
9614,0,39,0,"Spain",113193.51,"Male",2
4112,0,40,1,"Germany",99886.42,"Male",1
8033,0,64,1,"France",145578.28,"Male",1
4937,0,34,0,"Spain",112572.39,"Male",1
4387,0,33,0,"Spain",150092.8,"Male",1
4825,0,42,1,"France",150507.21,"Male",2
3769,0,36,1,"France",142400.77,"Male",1
5374,0,50,0,"Germany",157084.99,"Male",1
8118,1,38,0,"Spain",167772.96,"Male",2
8486,0,38,1,"France",83116.68,"Male",1
8862,0,54,1,"Spain",144880.34,"Male",1
9178,0,32,1,"France",120879.73,"Male",2
7318,1,43,0,"France",128284.45,"Male",1
6282,0,74,1,"Spain",0,"Female",2
3658,1,42,0,"Spain",97009.15,"Male",1
9650,0,28,0,"Spain",109161.25,"Male",1
5039,0,49,0,"Germany",167685.56,"Female",1
6568,0,29,1,"France",43504.42,"Male",1
5032,0,55,1,"Spain",68065.8,"Female",1
6037,0,41,0,"France",141806.46,"Female",1
3437,0,42,1,"Spain",117056.46,"Female",1
4012,0,56,0,"France",104469.58,"Female",1
3717,0,39,1,"France",162691.16,"Male",2
7008,1,23,1,"Germany",111288.18,"Female",1
5749,0,33,0,"France",137388.01,"Female",2
4453,0,35,1,"Germany",131101.04,"Female",1
6251,1,40,0,"France",85891.55,"Male",1
5452,0,36,0,"France",191808.73,"Male",1
3073,0,48,1,"Spain",89588.35,"Female",2
6841,0,67,0,"France",160541,"Male",1
6606,1,40,1,"Germany",135133.39,"Female",1
8591,0,43,1,"Germany",92246.14,"Female",2
6970,0,37,1,"France",106242.67,"Male",1
5176,1,38,0,"France",171913.87,"Female",2
9158,1,52,0,"Germany",131643.25,"Female",1
4259,0,40,0,"Spain",128412.61,"Female",1
9356,1,31,1,"Germany",138292.64,"Male",2
4221,1,42,1,"Germany",103362.14,"Male",1
7258,0,40,1,"Germany",144757.97,"Male",1
8923,0,57,1,"Germany",126935.98,"Female",1
3325,0,45,1,"France",179305.09,"Female",1
9539,0,30,0,"Spain",145222.99,"Female",2
7491,0,41,0,"France",120962.13,"Male",1
8980,1,47,0,"Germany",0,"Female",2
4281,1,36,0,"Germany",126725.25,"Male",3
4858,1,39,0,"France",153880.15,"Male",1
6166,0,34,1,"Germany",141806,"Male",2
8685,0,28,1,"Germany",95293.86,"Male",2
6397,0,25,0,"Spain",117700.86,"Male",1
4374,0,40,1,"Germany",125725.02,"Male",1
6719,0,35,1,"France",112330.83,"Male",1
3454,0,43,0,"Spain",167685.56,"Male",2
5332,1,47,1,"France",89799.46,"Female",2
5353,0,36,0,"France",129731.64,"Male",2
3324,0,30,0,"Germany",143340.44,"Female",1
8707,1,45,1,"Germany",109032.23,"Female",1
9935,0,37,1,"France",126495.57,"Female",1
3210,0,29,1,"France",107944.33,"Male",2
4418,0,33,1,"Spain",156297.58,"Male",2
8846,0,37,0,"France",113143.12,"Female",1
4867,1,43,0,"France",0,"Male",1
3736,0,49,1,"Spain",0,"Male",1
5477,0,33,0,"France",137853,"Male",1
8865,1,44,0,"Germany",143391.07,"Male",1
3310,1,42,1,"Germany",136525.99,"Male",1
5766,1,39,0,"France",146098.43,"Female",1
5615,1,45,0,"Germany",132746.2,"Female",2
9297,0,22,0,"Germany",111096.91,"Male",1
3084,0,45,1,"Germany",152880.97,"Male",1
6181,0,48,1,"France",138772.15,"Male",2
4953,0,44,0,"France",130368.31,"Male",1
5442,0,33,0,"Germany",100359.54,"Female",1
8454,0,25,1,"France",114731.76,"Male",2
3434,0,36,0,"France",91711.59,"Female",1
3197,0,31,0,"Germany",117700.86,"Female",2
3377,1,23,1,"Germany",110597.76,"Male",1
5781,0,38,0,"Germany",107199.75,"Female",1
3399,1,39,0,"France",157691.98,"Male",1
5829,0,35,0,"France",106086.42,"Female",2
7718,0,28,0,"Germany",99705.69,"Female",2
5218,0,24,1,"France",0,"Male",3
3286,0,25,1,"France",108244.82,"Female",2
6457,1,21,1,"France",0,"Male",4
8470,0,43,0,"Spain",100013.51,"Male",1
5010,0,19,1,"France",130274.22,"Male",1
5770,0,60,0,"Spain",78539.84,"Female",2
7937,1,28,1,"Spain",83495.11,"Female",1
8599,0,30,0,"France",90727.79,"Male",2
6987,1,47,1,"Spain",112543.42,"Female",1
5436,0,30,0,"France",141581.71,"Female",2
4527,0,57,1,"France",123105.88,"Female",2
6928,1,37,1,"Germany",116509.99,"Male",2
5797,1,45,1,"France",0,"Male",3
3495,0,31,1,"France",120328.88,"Female",2
3933,0,35,1,"France",123675.69,"Male",1
4155,0,36,1,"Spain",44054.84,"Female",1
3519,1,53,1,"France",136815.64,"Male",1
5346,0,38,0,"France",146011.4,"Female",1
8668,0,38,0,"Spain",119565.92,"Male",1
6306,0,40,0,"France",129860.37,"Female",1
9022,1,43,0,"France",132412.38,"Male",1
3751,1,49,0,"Spain",96296.78,"Female",1
7554,1,39,0,"Spain",207034.96,"Female",2
3975,0,31,1,"France",81480.27,"Female",2
8968,0,28,1,"France",94078.97,"Female",1
7662,0,38,1,"France",101457.14,"Male",1
6583,1,56,1,"France",0,"Female",3
5716,0,31,1,"France",102575.04,"Female",1
3450,1,35,1,"Spain",0,"Male",1
3811,1,59,0,"Germany",0,"Female",1
3380,1,45,0,"Germany",142084.04,"Male",4
7671,0,25,0,"France",94049.92,"Male",2
4150,0,33,1,"France",157989.21,"Female",2
3389,0,24,0,"Germany",177799.83,"Male",2
5493,0,55,1,"Germany",121205.15,"Male",1
5542,0,41,1,"Germany",81733.74,"Female",2
9764,0,50,1,"France",153590.73,"Male",2
5347,0,30,1,"France",143396.54,"Male",2
7024,0,41,1,"France",139659.04,"Female",1
7605,0,50,1,"Germany",123936.54,"Female",1
9365,0,25,0,"Germany",70417.79,"Female",2
8206,0,27,0,"Germany",83501.66,"Female",2
3463,0,35,0,"Germany",136855.94,"Female",2
4097,0,44,0,"France",112727.06,"Female",2
5679,0,48,1,"Germany",85915.52,"Male",1
4145,1,29,0,"Spain",79656.81,"Female",1
7360,1,36,1,"Germany",112045.67,"Female",1
7607,1,51,0,"Germany",100337.96,"Male",3
3921,0,33,0,"France",124730.26,"Male",1
3085,1,54,0,"Spain",152926.6,"Female",1
5020,0,27,0,"Germany",100368.63,"Male",2
7279,0,37,1,"Spain",177657.35,"Male",1
7822,0,31,1,"France",124593.23,"Male",1
8032,0,53,0,"Germany",134729.99,"Male",2
4177,0,35,1,"Spain",0,"Female",3
8307,0,33,1,"Germany",156570.86,"Male",1
4247,1,37,0,"Germany",0,"Male",1
5475,0,49,1,"France",120108.56,"Female",1
7602,0,32,1,"Spain",131945.94,"Male",1
9706,0,29,1,"France",127414.55,"Male",1
4901,1,60,1,"Germany",92887.06,"Female",4
9944,1,39,0,"Spain",130051.66,"Female",2
3078,0,30,0,"Germany",122334.26,"Male",2
3545,0,45,0,"Spain",112994.65,"Female",1
3596,1,40,1,"Spain",118233.81,"Female",1
8578,0,66,1,"France",0,"Female",1
8025,0,35,0,"France",135984.15,"Female",2
3086,1,34,1,"France",152328.88,"Male",2
8852,0,48,0,"France",148116.48,"Male",1
5651,1,38,1,"Spain",109819.16,"Female",1
4176,1,37,0,"Spain",0,"Male",2
4107,0,40,1,"Germany",109578.04,"Male",2
9135,1,38,0,"Germany",72373.62,"Male",1
7463,1,62,1,"France",147726.98,"Female",3
6731,0,40,1,"France",122417.17,"Male",2
6451,0,47,1,"Germany",137774.11,"Male",2
6330,1,65,0,"France",110240.04,"Female",1
5171,1,50,0,"Spain",0,"Female",2
7984,0,30,1,"France",78133.15,"Male",1
7870,0,30,1,"Germany",70729.17,"Female",1
7386,0,58,1,"Germany",170113,"Male",2
4586,0,35,0,"France",64900.32,"Female",2
9653,1,46,0,"France",113909.69,"Female",3
4581,0,37,0,"France",165252.52,"Female",1
5459,1,37,0,"France",109699.08,"Female",2
3228,0,34,0,"Germany",125474.44,"Male",1
9423,0,29,0,"France",104982.57,"Male",1
5134,0,36,1,"Germany",120145.96,"Female",2
8243,1,48,0,"Germany",0,"Female",1
6967,0,37,0,"Germany",75075.14,"Female",2
8551,0,36,1,"Germany",108913.84,"Female",1
8121,0,40,0,"France",120320.54,"Male",1
8068,0,70,1,"France",88827.53,"Male",1
3283,0,35,1,"Germany",161613.94,"Male",2
4879,0,53,1,"Spain",0,"Female",2
4040,1,45,0,"Germany",0,"Male",1
8673,0,32,1,"France",145807.59,"Female",1
9118,0,26,1,"Germany",121581.56,"Male",2
7664,0,35,1,"Spain",161637.75,"Male",1
4719,1,33,0,"Germany",120105.43,"Male",1
3704,0,25,1,"Germany",92855.02,"Male",2
8234,1,39,0,"Germany",121523.51,"Male",1
3966,0,37,0,"France",96643.32,"Male",1
4596,1,37,1,"Spain",99886.42,"Female",2
5736,0,29,0,"France",73070.18,"Male",2
5263,0,33,1,"Spain",0,"Male",1
4206,0,55,1,"France",112896.86,"Male",1
4576,0,38,0,"France",129728.6,"Male",1
5264,0,50,1,"France",94504.35,"Male",1
3007,0,40,0,"Spain",77701.64,"Female",1
7134,0,31,0,"France",118100.59,"Female",2
9514,0,29,0,"Spain",127649.64,"Female",1
3529,0,26,0,"France",102523.88,"Male",1
7517,1,37,0,"Germany",116880.53,"Male",1
6400,1,44,0,"Germany",0,"Female",2
7993,0,32,0,"Spain",91070.43,"Male",1
4811,0,28,1,"France",142051.07,"Female",2
3737,0,38,1,"Spain",177619.71,"Male",1
7973,0,37,1,"Spain",97663.16,"Male",2
8677,1,66,0,"Spain",139561.46,"Male",1
7158,1,40,0,"France",190569.23,"Female",1
3818,0,70,0,"Spain",108797.63,"Male",2
8849,1,56,0,"Germany",132508.3,"Female",1
3391,0,60,0,"France",113208.86,"Male",2
3530,0,23,0,"France",144705.87,"Male",1
8845,0,32,0,"Germany",113447.01,"Male",1
4940,0,41,0,"Germany",92467.58,"Male",1
3512,0,30,0,"Germany",93577.3,"Female",1
8975,0,45,0,"France",115406.97,"Male",2
9502,0,57,0,"Germany",106938.11,"Male",2
7848,0,29,0,"Germany",99027.61,"Female",2
5209,0,44,0,"Germany",88915.85,"Male",1
7432,0,34,1,"France",117731.79,"Male",2
6291,1,54,0,"France",121197.64,"Male",1
7784,0,34,1,"Germany",119547.46,"Male",1
8653,0,34,1,"France",110555.37,"Male",1
7801,0,36,1,"Spain",92140.15,"Male",1
5094,0,32,1,"Spain",111096.91,"Female",1
8592,1,42,0,"Spain",99056.22,"Male",2
7574,0,41,0,"Germany",97700.02,"Male",1
6577,0,37,0,"France",178095.55,"Female",1
4768,0,34,1,"France",118307.57,"Female",2
9928,0,52,0,"Germany",103560.57,"Male",1
8547,0,25,0,"Spain",79543.59,"Female",1
8007,0,27,1,"France",96654.72,"Female",1
9566,0,63,1,"France",0,"Female",2
9556,1,41,0,"Spain",91536.93,"Male",1
9132,0,35,0,"France",100768.77,"Female",1
3168,0,48,1,"France",0,"Female",1
8336,1,33,0,"Spain",0,"Female",2
3008,0,29,1,"Spain",93617.07,"Female",1
3148,0,52,1,"Germany",140900.97,"Female",1
7155,0,35,1,"France",75915.75,"Male",1
9683,0,31,1,"Germany",117153,"Female",2
9726,0,32,1,"France",114084.6,"Male",1
9762,0,53,0,"France",167772.96,"Male",1
5587,1,39,0,"Germany",130565.02,"Female",2
3869,1,50,0,"France",0,"Female",1
7996,1,51,1,"Germany",124662.54,"Female",1
5637,0,28,1,"France",108116.66,"Male",1
6150,0,38,0,"Germany",112746.54,"Male",4
9143,0,38,0,"France",157658.36,"Male",1
8534,1,58,1,"France",106074.89,"Female",2
9693,0,32,1,"Germany",145330.43,"Female",1
4897,0,36,1,"France",93249.4,"Male",1
5205,0,36,1,"France",90145.04,"Male",2
3247,0,61,1,"Germany",111837.78,"Male",2
5052,0,21,1,"France",112543.42,"Female",1
4257,0,38,1,"France",117992.59,"Male",1
3205,0,26,1,"France",0,"Male",1
7710,1,49,1,"Germany",104552.61,"Female",2
5704,0,31,1,"France",117469.91,"Male",2
9673,0,34,0,"Germany",0,"Male",1
6094,0,41,1,"France",136416.82,"Male",2
9115,0,39,1,"France",152462.79,"Female",2
7211,0,39,1,"Spain",150507.21,"Female",1
4138,0,24,0,"Germany",156007.09,"Male",1
9887,0,47,1,"France",0,"Female",1
8153,0,37,0,"France",82794.18,"Male",2
5694,0,59,1,"Spain",0,"Female",1
7562,0,38,0,"France",169824.46,"Female",1
4740,0,24,0,"Germany",101195.23,"Female",1
4282,1,53,0,"France",0,"Female",1
7161,0,44,1,"France",129472.33,"Male",1
3455,0,61,1,"Germany",141784.02,"Male",1
3329,0,43,0,"France",107805.67,"Male",2
3429,1,54,0,"Germany",157624.84,"Female",1
7292,1,30,1,"Spain",114512.59,"Male",1
5156,0,28,1,"France",114268.22,"Female",1
3062,0,35,1,"Germany",145623.36,"Male",1
3312,1,38,0,"Spain",112230.38,"Female",1
4865,0,32,0,"France",0,"Female",1
7976,0,36,0,"France",146050.97,"Male",2
4541,0,36,1,"Spain",70438.01,"Female",2
5321,0,33,1,"Germany",117466.03,"Female",1
3254,0,41,0,"Germany",56580.95,"Female",2
6027,0,36,1,"Germany",69143.91,"Female",2
3233,1,60,1,"Germany",162039.78,"Female",1
9161,0,49,0,"Germany",99169.67,"Female",2
8262,0,32,0,"France",110666.42,"Male",2
9800,0,42,1,"France",157498.9,"Male",1
6274,0,40,0,"France",176311.36,"Female",1
9394,0,58,1,"Germany",98009.13,"Female",2
6791,0,46,1,"France",115280.49,"Male",2
7667,0,67,1,"France",149436.73,"Female",2
9735,0,28,1,"Spain",145118.83,"Male",3
4438,0,62,1,"Spain",167026.61,"Female",2
5184,1,42,1,"Germany",144386.32,"Male",1
7791,0,22,1,"Germany",125445.04,"Male",2
9456,0,31,0,"Spain",133313.34,"Female",1
8050,0,38,1,"France",92887.13,"Male",1
8413,0,36,1,"Spain",137761.55,"Male",1
6868,0,37,0,"Spain",0,"Male",3
9311,1,45,0,"Germany",108924.33,"Male",2
3901,0,29,0,"France",145471.37,"Male",1
5947,0,31,1,"Spain",139799.63,"Male",1
9571,0,39,1,"France",115961.58,"Male",2
6838,1,32,1,"France",118199.97,"Female",1
9504,0,37,0,"Spain",152212.88,"Male",1
5543,0,31,1,"France",114543.27,"Male",1
4510,1,57,1,"Germany",0,"Female",2
7727,0,37,1,"Spain",99773.85,"Female",2
6923,0,38,1,"Spain",126776.3,"Female",2
7592,1,45,1,"Spain",125191.69,"Female",1
